"Time","Sex","a0-4","a5-9","a10-14","a15-19","a20-24","a25-29","a30-34","a35-39","a40-44","a45-49","a50-54","a55-59","a60-64","a65-69","a70-74","a75-79","a80+","a80-84","a85-89","a90-94","a95-99","a100+"
"2036","Female","3,952341862","4,081376049","4,261992991","4,54897038","4,955809398","5,33796496","4,928240193","5,605772734","5,687140538","6,437847417","6,954447943","7,03761934","6,966403188","6,48340102","6,730750898","6,216675401","4,937618876","3,072806921","1,254373069","0,456618181","0,091828642","0"
"2036","Male","4,439834887","4,583810608","4,785606366","5,10769187","5,555045003","5,977782227","5,523810149","6,253972734","6,273173144","7,006781957","7,455830853","7,378318088","7,022700245","6,106441382","5,808917086","4,890634248","3,426534638","1,710641622","0,526342853","0,144249231","0,021880809","0"
"2037","Female","3,962665046","4,077405426","4,245860688","4,508213296","4,898683156","5,32778003","5,044117754","5,442987045","5,739974345","6,266701647","6,931189992","7,06444023","7,007147812","6,554667336","6,584687526","6,25596904","4,991128749","3,188258217","1,359722757","0,451080571","0,097319337","0"
"2037","Male","4,446739602","4,574604814","4,76263542","5,056422931","5,486325022","5,959013837","5,646307775","6,072525148","6,338484789","6,821622805","7,432186066","7,411342662","7,081917879","6,215184228","5,70058862","4,929877618","3,480738549","1,825310272","0,58850995","0,146398793","0,023263219","0"
"2038","Female","3,977194469","4,073400086","4,23325584","4,472465577","4,840853788","5,277639811","5,209398517","5,248162494","5,824770129","6,084587902","6,891379476","7,087129734","7,033340151","6,672256053","6,433515867","6,298076722","5,047351528","3,28283408","1,45805769","0,451915973","0,102414114","0"
"2038","Male","4,459223863","4,566162074","4,744263406","5,011443052","5,418184251","5,89708386","5,823211342","5,855724097","6,439958397","6,627570263","7,393389405","7,441771481","7,12753681","6,367523518","5,596617346","4,971742103","3,525975092","1,913718447","0,644062192","0,150343845","0,024495154","0"
"2039","Female","3,99277144","4,070107793","4,222470385","4,440671256","4,783723349","5,213719774","5,358101967","5,097793998","5,874937719","5,937678345","6,82287245","7,099298723","7,058189174","6,792630943","6,327457766","6,319949892","5,116852447","3,375918205","1,537486605","0,450944968","0,106422803","0"
"2039","Male","4,473702937","4,55942885","4,72899048","4,972158536","5,351754212","5,821467725","5,982078726","5,688486932","6,503272261","6,475197303","7,326063124","7,463435841","7,17351325","6,521340304","5,542719524","4,999788743","3,57452595","1,983426324","0,682860822","0,15027052","0,025517636","0"
"2040","Female","4,007570866","4,069710301","4,212535891","4,412481149","4,72877933","5,154032881","5,447927047","5,039687866","5,850406707","5,854158322","6,720305963","7,097264068","7,089443799","6,888917305","6,296267724","6,309847515","5,202539685","3,472252311","1,607488013","0,429480724","0,108902531","0"
"2040","Male","4,487813331","4,556509199","4,715085423","4,937774064","5,288352166","5,751616086","6,076538041","5,623391251","6,483235469","6,395087882","7,22407765","7,472646021","7,227487291","6,651761135","5,563694597","5,006134558","3,631714127","2,035275804","0,709261086","0,136497405","0,026047416","0"
"2041","Female","4,029854953","4,077294419","4,207008383","4,391820202","4,68209442","5,098466142","5,492234979","5,0693749","5,762140009","5,835798821","6,586320947","7,08305257","7,116398472","6,946956615","6,296738111","6,20707114","5,234828013","3,554981649","1,741751676","0,476149702","0,109663876","0"
"2041","Male","4,506580315","4,558676586","4,70243307","4,907502425","5,229240451","5,682708422","6,115663837","5,648932954","6,384181616","6,379685714","7,078967156","7,457465952","7,262961968","6,732557865","5,610324391","4,947291163","3,682537577","2,122234598","0,805890532","0,158087173","0,026076235","0"
"2042","Female","4,049124618","4,088739518","4,202659123","4,376322281","4,641260311","5,041049602","5,483023409","5,190033748","5,595711741","5,89175282","6,412956428","7,062051923","7,146367421","6,98967443","6,371896119","6,074570232","5,280398547","3,61609093","1,822071281","0,555358076","0,108887442","0"
"2042","Male","4,522170126","4,565508014","4,691509955","4,883620539","5,176928197","5,612623699","6,096290345","5,774335608","6,198730488","6,447513694","6,893605769","7,437730745","7,301671249","6,797437471","5,723426304","4,865087518","3,735646797","2,182150215","0,87274708","0,195557273","0,025708916","0"
"2043","Female","4,065169463","4,10418664","4,20022063","4,365289156","4,606559736","4,983743741","5,433842443","5,362867827","5,398058734","5,981969106","6,230029969","7,026325277","7,174903117","7,023361265","6,494204279","5,944999793","5,331557082","3,663195539","1,879237527","0,62249642","0,107782256","0"
"2043","Male","4,534387104","4,576937104","4,682829228","4,865186374","5,131336911","5,543486782","6,03363552","5,956261554","5,978473904","6,552927315","6,700403685","7,404438607","7,339392211","6,853106491","5,876728842","4,791277761","3,787063664","2,219133071","0,920307087","0,227349936","0,025336849","0"
"2044","Female","4,07813703","4,121812947","4,200809388","4,357066085","4,576585042","4,927945588","5,371649501","5,519822084","5,247240957","6,03785644","6,084516426","6,962537999","7,195132604","7,059818645","6,622354148","5,866896422","5,369370758","3,719940254","1,921957376","0,650472758","0,108077549","0"
"2044","Male","4,543429462","4,591179881","4,67782747","4,850208765","5,09164539","5,4761048","5,957607224","6,120392741","5,809672316","6,619715896","6,550489213","7,343454594","7,370357043","6,91215865","6,033116857","4,768016359","3,82357477","2,251694968","0,945526825","0,238466503","0,02536027","0"
"2045","Female","4,08753135","4,139045443","4,20492667","4,349581305","4,550065635","4,873845098","5,313490301","5,616238029","5,191342355","6,016878923","6,003986743","6,863774994","7,201539195","7,104246936","6,730646843","5,865778199","5,382321434","3,795272175","1,967095441","0,631498328","0,110894603","0"
"2045","Male","4,549276168","4,605613776","4,67774429","4,837051654","5,056831495","5,411511479","5,887308705","6,218730044","5,74557454","6,601722403","6,474058283","7,247508741","7,389759764","6,980120463","6,171351322","4,815171298","3,840088486","2,287444696","0,955040177","0,221847276","0,026244941","0"
"2046","Female","4,098955362","4,158912974","4,215570167","4,34533164","4,530925201","4,827852896","5,258117518","5,664014047","5,224178209","5,928102573","5,988115191","6,729719338","7,189412696","7,132315447","6,7869266","5,874855813","5,301463021","3,859950021","2,079538997","0,688907457","0,116834832","0"
"2046","Male","4,55389814","4,619609623","4,681336842","4,823788712","5,026581969","5,351848034","5,81685205","6,258758884","5,772505461","6,501221552","6,461090199","7,104231231","7,37897221","7,020619432","6,252580388","4,874660255","3,815134775","2,363996575","1,040585791","0,253664801","0,028063076","0"
"2047","Female","4,10362397","4,179513399","4,230364856","4,34270337","4,517470633","4,788567617","5,201583375","5,657529284","5,351645028","5,760118498","6,049550812","6,556735935","7,173212915","7,167341178","6,834480168","5,954993691","5,193495888","3,920492251","2,132714548","0,758340359","0,125522225","0"
"2047","Male","4,55119191","4,634565788","4,689780662","4,812635207","5,003187483","5,299350543","5,745946555","6,239803247","5,902069368","6,313655318","6,533121376","6,921599524","7,365989264","7,066981273","6,323409365","4,98919507","3,765875002","2,428641598","1,085718333","0,296569478","0,030713636","0"
"2048","Female","4,102611021","4,199513868","4,24810476","4,342218233","4,50829755","4,754989771","5,145055807","5,609709699","5,532946131","5,55950097","6,14599471","6,374053914","7,142916915","7,203223177","6,877535889","6,079440251","5,094512353","3,967159028","2,163382551","0,81265617","0,13617723","0"
"2048","Male","4,542840713","4,649209097","4,701751108","4,804324791","4,985069312","5,253675752","5,676171906","6,177014037","6,089619158","6,091078658","6,643120061","6,731974441","7,340702837","7,114305146","6,390392985","5,137733046","3,724352931","2,472627071","1,110095948","0,329847074","0,034093928","0"
"2049","Female","4,097548697","4,217284816","4,266954798","4,344774847","4,5010892","4,725446932","5,089094124","5,547698634","5,69738283","5,406892103","6,206331574","6,228919054","7,083815846","7,232207724","6,926096799","6,211669411","5,049594128","4,000905747","2,185591548","0,832927377","0,147773813","0"
"2049","Male","4,530580952","4,662079103","4,715735045","4,800269571","4,970043077","5,213373362","5,608102634","6,100457543","6,259018484","5,921584835","6,713567674","6,586413658","7,288285041","7,156375958","6,4638973","5,29068723","3,726739797","2,498230058","1,117851696","0,338901262","0,037805719","0"
"2050","Female","4,089252152","4,23068238","4,285635862","4,350946179","4,494244033","4,699003763","5,034667101","5,48929256","5,798809134","5,35154099","6,186992381","6,149922833","6,988656718","7,24836993","6,984695087","6,330969371","5,079546721","4,018338956","2,222531607","0,806644674","0,159257568","0"
"2050","Male","4,51571237","4,671147707","4,730712559","4,801316684","4,956633954","5,177596532","5,54242387","6,029627758","6,361042107","5,858725631","6,697651409","6,515414841","7,201148557","7,188692478","6,548060394","5,432385333","3,788478068","2,505501927","1,122109717","0,313999452","0,041618653","0"
