"Time","Sex","a0-4","a5-9","a10-14","a15-19","a20-24","a25-29","a30-34","a35-39","a40-44","a45-49","a50-54","a55-59","a60-64","a65-69","a70-74","a75-79","a80+","a80-84","a85-89","a90-94","a95-99","a100+"
"2028","Female","4,002823185","4,219382096","4,580100484","5,002840399","4,946179971","4,984838909","5,532949859","5,794020653","6,59228346","6,83274599","6,868257126","6,660403853","6,726015842","7,148804942","6,687160167","5,649959546","3,769590761","2,190378056","1,344406381","0,412706298","0,054152024","0"
"2028","Male","4,520467695","4,766819142","5,171228167","5,643878589","5,584036132","5,619889113","6,190334708","6,411541825","7,232065898","7,415582766","7,315845338","6,839782845","6,514376363","6,558785765","5,764770851","4,33668836","2,353330863","1,061888649","0,554330127","0,132650779","0,011706024","0"
"2029","Female","3,986060339","4,1902086","4,523217104","4,938043204","5,079764737","4,83594434","5,574726574","5,649272595","6,521812255","6,83909041","6,884055462","6,770628769","6,594330149","7,144397671","6,734765554","5,777539239","4,015393976","2,125724066","1,335002003","0,421998744","0,058024209","0"
"2029","Male","4,49950036","4,730484772","5,105135367","5,567579032","5,728761622","5,452403388","6,244123826","6,25705009","7,157562181","7,425426013","7,344333495","6,985088896","6,415330865","6,552138215","5,792759815","4,483936084","2,531015118","1,034470387","0,544749668","0,135224542","0,012926263","0"
"2030","Female","3,972677025","4,162226434","4,469037776","4,878832654","5,158728974","4,773958598","5,545489371","5,564145809","6,418660418","6,831340826","6,905767576","6,854226056","6,532887569","7,096660249","6,790595165","5,906130754","4,230384621","2,161858281","1,290727004","0,393476714","0,062188127","0"
"2030","Male","4,482612516","4,696161162","5,042441932","5,498705292","5,813221562","5,382200108","6,217410233","6,171115729","7,048961343","7,421968837","7,380128787","7,10183147","6,394156605","6,514161717","5,835122627","4,609776572","2,691338685","1,058675235","0,506428997","0,119421791","0,0141588","0"
"2031","Female","3,967948186","4,138474887","4,421134903","4,82168251","5,195960599","4,797864814","5,457905224","5,541767533","6,285470104","6,811460915","6,926396312","6,911034899","6,525098148","6,979936093","6,804305599","5,962029788","4,3751007","2,286699017","1,291759778","0,431220397","0,066749595","0"
"2031","Male","4,473836396","4,665183152","4,984449745","5,429717377","5,848015244","5,404879609","6,121443895","6,152571055","6,903034099","7,399149866","7,405492558","7,177315549","6,419603715","6,412195024","5,843804549","4,677921836","2,851119965","1,165936013","0,513651445","0,135275228","0,01540368","0"
"2032","Female","3,960926707","4,119957625","4,379641023","4,763428928","5,183200095","4,907965889","5,296786418","5,59013807","6,115091078","6,78453072","6,948040674","6,946782518","6,591126981","6,823785187","6,835762833","6,011519676","4,503091289","2,448774179","1,236314408","0,481672442","0,071463261","0"
"2032","Male","4,462630691","4,640385897","4,933644485","5,360567702","5,827402803","5,52262602","5,942263309","6,214092698","6,717786021","7,370733714","7,432289088","7,229943877","6,521387412","6,281380383","5,868600438","4,722566875","3,000409298","1,281037516","0,4956038","0,15798677","0,016661202","0"
"2033","Female","3,953970903","4,10618299","4,343739133","4,705919871","5,132741392","5,066733889","5,105660093","5,670621549","5,935208372","6,74248418","6,966575603","6,967739845","6,703709834","6,659316751","6,867716206","6,061807117","4,625890836","2,619495599","1,173860421","0,514190348","0,076435068","0"
"2033","Male","4,451426864","4,621481978","4,889165314","5,293140446","5,765665345","5,693992337","5,728940333","6,311640267","6,524128387","7,327878431","7,456415973","7,26702907","6,670059153","6,152462649","5,896572242","4,759443094","3,13681144","1,388711636","0,474140368","0,17296296","0,017931714","0"
"2034","Female","3,949431231","4,095512223","4,311756898","4,649795135","5,069860727","5,210035342","4,958403323","5,717932829","5,790133194","6,673034691","6,975532834","6,986938251","6,818199176","6,53693344","6,874157005","6,122214138","4,749898039","2,787351596","1,131274825","0,510137838","0,081467266","0"
"2034","Male","4,443379911","4,60679479","4,849616633","5,22781463","5,691211376","5,84796841","5,564008671","6,371827037","6,371448135","7,256833086","7,471616205","7,303275605","6,819797071","6,073036004","5,907401844","4,803986046","3,253574531","1,489408345","0,457388447","0,170397495","0,019215728","0"
"2035","Female","3,949020966","4,085831713","4,282673234","4,595478638","5,010776856","5,295820588","4,900242377","5,692269553","5,706304051","6,569989121","6,969818658","7,011512386","6,905997545","6,486601664","6,841100796","6,195308995","4,874888083","2,934951637","1,141096904","0,463804312","0,086511925","0"
"2035","Male","4,440870109","4,593879724","4,814524813","5,165380432","5,62250482","5,938862538","5,49827973","6,34995345","6,289010786","7,151186233","7,473474978","7,346583647","6,94262085","6,06999809","5,891142256","4,862353921","3,349289066","1,577870848","0,456471431","0,145228543","0,020513736","0"
