"Time","Sex","a0-4","a5-9","a10-14","a15-19","a20-24","a25-29","a30-34","a35-39","a40-44","a45-49","a50-54","a55-59","a60-64","a65-69","a70-74","a75-79","a80+","a80-84","a85-89","a90-94","a95-99","a100+"
"2003","Female","4,405209473","4,664051957","5,139133693","5,568874478","5,487883388","5,50634686","6,671714274","8,287005089","8,041937284","7,100902733","6,128084326","5,625166311","6,411724099","6,105615892","4,647716494","4,430037846","none","3,082194802","1,500662827","0,962109019","0,219962074","0,013667082"
"2003","Male","4,875763047","5,149936981","5,667735509","6,099261876","5,916846341","5,933897077","7,300223732","9,090884689","8,768210102","7,583722013","6,464388959","5,948905839","6,473903957","5,808157617","3,902207894","2,805283877","none","1,356899456","0,524022285","0,277046245","0,05043225","0,002270254"
"2004","Female","4,285427387","4,657416576","5,007132095","5,56433978","5,577802519","5,558197958","6,267580755","8,14588759","8,194022443","7,258262813","6,359629155","5,577735552","6,153385444","6,412253183","4,670824307","4,355625443","none","3,353810138","1,418497727","0,944089835","0,223207863","0,014871436"
"2004","Male","4,736101261","5,134760933","5,514327262","6,096921055","6,000732609","5,945154167","6,831484724","8,920029267","8,931491788","7,776671594","6,667681436","5,889064497","6,241793891","6,100141287","3,983807522","2,918279215","none","1,490466072","0,503253299","0,265244345","0,050110314","0,002483463"
"2005","Female","4,194364119","4,636154519","4,906594751","5,509369689","5,652050952","5,625278461","5,975454312","7,912567715","8,290229607","7,433100439","6,56864182","5,600811838","5,939903719","6,561326736","4,808488812","4,307409113","none","3,517207581","1,466508035","0,885328759","0,193012875","0,016196148"
"2005","Male","4,629581881","5,103048179","5,395609416","6,042280607","6,072595159","5,976494671","6,479929727","8,647184668","9,033120139","7,983419258","6,866722164","5,89495509","6,05115597","6,247574122","4,164078854","3,006054441","none","1,608036899","0,522726818","0,233713721","0,039012007","0,002706209"
"2006","Female","4,088542655","4,587255807","4,832979113","5,451033439","5,707428576","5,64743402","5,765774483","7,597631482","8,353253326","7,630302118","6,757251728","5,685720146","5,756408133","6,565297944","5,03802851","4,240456072","none","3,562975938","1,626709212","0,862935308","0,224902795","0,017679196"
"2006","Male","4,510197953","5,043840953","5,307867113","5,978771511","6,147033729","5,988585929","6,2138109","8,278884381","9,09082997","8,204647951","7,052789405","5,946895344","5,87884403","6,258676812","4,418986317","3,066663326","none","1,730997005","0,59842117","0,233193386","0,047120745","0,002942068"
"2007","Female","4,028555372","4,521103603","4,783270137","5,344895328","5,755513056","5,690862626","5,661179127","7,179543553","8,370580725","7,839621103","6,920325632","5,850999954","5,603410396","6,423914117","5,38869606","4,171325976","none","3,552042778","1,839996647","0,785479021","0,269438173","0,019246615"
"2007","Male","4,440288612","4,966237628","5,247432222","5,857598409","6,215507562","6,033829332","6,059490468","7,798977801","9,095326233","8,434993568","7,232880023","6,069294615","5,731380695","6,144180006","4,762750071","3,094449589","none","1,853197347","0,680601772","0,218904843","0,059498257","0,003180946"
"2008","Female","4,005787896","4,437474938","4,754874693","5,206003638","5,782929014","5,754590828","5,63855278","6,715741917","8,324937929","8,043528999","7,069468159","6,070592389","5,495758267","6,186562822","5,780613179","4,133728708","none","3,521655288","2,050928803","0,709715192","0,295675825","0,020878735"
"2008","Male","4,410868182","4,870131055","5,210822583","5,698013179","6,261114412","6,108439673","5,995930705","7,269818027","9,028214704","8,655396099","7,413701311","6,243541573","5,621604058","5,950304263","5,12771665","3,130475384","none","1,969701253","0,758547455","0,20500051","0,067232473","0,003426452"
"2009","Female","3,999085338","4,347676599","4,728909097","5,065694211","5,776612638","5,831958189","5,654609328","6,296947503","8,192267511","8,214124379","7,22989946","6,30115084","5,448953317","5,937838215","6,092661935","4,182630247","none","3,503462027","2,224243235","0,662965034","0,285763963","0,022546932"
"2009","Male","4,399013793","4,767887232","5,177088319","5,537800931","6,266804605","6,201686899","5,982292492","6,788626121","8,864884857","8,837402255","7,610681381","6,439543382","5,56498352","5,748868117","5,415201955","3,230943982","none","2,069623179","0,832885942","0,195617835","0,064479866","0,003683339"
