"fill","cx","cy","cxx","cyy","cxxx","cyyy","cxxxx","cyyyy","id_x","id_y"
"#201F24","11.548","228.187","11,548","228,187","9,393","9,398","1","1","1","1"
"#17161B","11.548","237.585","11,548","237,585","9,393","18,796","1","2","1","2"
"#2F2D30","11.548","246.984","11,548","246,984","9,393","28,195","1","3,000106406","1","3"
"#1E1B1E","11.548","256.382","11,548","256,382","9,393","37,593","1","4,000106406","1","4"
"#221E22","11.548","265.781","11,548","265,781","9,393","46,992","1","5,000212811","1","5"
"#272326","11.548","275.179","11,548","275,179","9,393","56,39","1","6,000212811","1","6"
"#1E1A1D","11.548","284.578","11,548","284,578","9,393","65,789","1","7,000319217","1","7"
"#2B262A","11.548","293.976","11,548","293,976","9,393","75,187","1","8,000319217","1","8"
"#251C24","11.548","303.375","11,548","303,375","9,393","84,586","1","9,000425622","1","9"
"#322830","11.548","312.773","11,548","312,773","9,393","93,984","1","10,00042562","1","10"
"#31292F","11.548","322.171","11,548","322,171","9,393","103,382","1","11,00042562","1","11"
"#332830","11.548","331.57","11,548","331,57","9,393","112,781","1","12,00053203","1","12"
"#473D44","11.548","340.968","11,548","340,968","9,393","122,179","1","13,00053203","1","13"
"#3A2E37","11.548","350.367","11,548","350,367","9,393","131,578","1","14,00063843","1","14"
"#3F3037","11.548","359.765","11,548","359,765","9,393","140,976","1","15,00063843","1","15"
"#30262D","11.548","369.164","11,548","369,164","9,393","150,375","1","16,00074484","1","16"
"#3F3038","11.548","378.562","11,548","378,562","9,393","159,773","1","17,00074484","1","17"
"#4B3E45","11.548","387.96","11,548","387,96","9,393","169,171","1","18,00074484","1","18"
"#3D2D36","11.548","397.359","11,548","397,359","9,393","178,57","1","19,00085124","1","19"
"#413038","11.548","406.757","11,548","406,757","9,393","187,968","1","20,00085124","1","20"
"#44333A","11.548","416.156","11,548","416,156","9,393","197,367","1","21,00095765","1","21"
"#3C2A32","11.548","425.554","11,548","425,554","9,393","206,765","1","22,00095765","1","22"
"#45343B","11.548","434.952","11,548","434,952","9,393","216,163","1","23,00095765","1","23"
"#423038","11.548","444.351","11,548","444,351","9,393","225,562","1","24,00106406","1","24"
"#422F37","11.548","453.749","11,548","453,749","9,393","234,96","1","25,00106406","1","25"
"#48363E","11.548","463.147","11,548","463,147","9,393","244,358","1","26,00106406","1","26"
"#412E36","11.548","472.546","11,548","472,546","9,393","253,757","1","27,00117046","1","27"
"#48343A","11.548","481.944","11,548","481,944","9,393","263,155","1","28,00117046","1","28"
"#3E2B32","11.548","491.343","11,548","491,343","9,393","272,554","1","29,00127687","1","29"
"#403136","11.548","500.741","11,548","500,741","9,393","281,952","1","30,00127687","1","30"
"#57464B","11.548","510.14","11,548","510,14","9,393","291,351","1","31,00138327","1","31"
"#423137","11.548","519.538","11,548","519,538","9,393","300,749","1","32,00138327","1","32"
"#3A2C2F","11.548","528.937","11,548","528,937","9,393","310,148","1","33,00148968","1","33"
"#352A2A","11.548","538.335","11,548","538,335","9,393","319,546","1","34,00148968","1","34"
"#2E2122","11.548","547.733","11,548","547,733","9,393","328,944","1","35,00148968","1","35"
"#3C3233","11.548","557.132","11,548","557,132","9,393","338,343","1","36,00159608","1","36"
"#2D2020","11.548","566.53","11,548","566,53","9,393","347,741","1","37,00159608","1","37"
"#2E2425","11.548","575.929","11,548","575,929","9,393","357,14","1","38,00170249","1","38"
"#342B2B","11.548","585.327","11,548","585,327","9,393","366,538","1","39,00170249","1","39"
"#2E2020","11.548","594.726","11,548","594,726","9,393","375,937","1","40,0018089","1","40"
"#382D2D","11.548","604.124","11,548","604,124","9,393","385,335","1","41,0018089","1","41"
"#302423","11.548","613.522","11,548","613,522","9,393","394,733","1","42,0018089","1","42"
"#3D3231","11.548","622.921","11,548","622,921","9,393","404,132","1","43,0019153","1","43"
"#392E2D","11.548","632.319","11,548","632,319","9,393","413,53","1","44,0019153","1","44"
"#342727","11.548","641.718","11,548","641,718","9,393","422,929","1","45,00202171","1","45"
"#3A2F2F","11.548","651.116","11,548","651,116","9,393","432,327","1","46,00202171","1","46"
"#2F2422","11.548","660.515","11,548","660,515","9,393","441,726","1","47,00212811","1","47"
"#392D2C","11.548","669.913","11,548","669,913","9,393","451,124","1","48,00212811","1","48"
"#3E3231","11.548","679.312","11,548","679,312","9,393","460,523","1","49,00223452","1","49"
"#3F302E","11.548","688.71","11,548","688,71","9,393","469,921","1","50,00223452","1","50"
"#504240","11.548","698.108","11,548","698,108","9,393","479,319","1","51,00223452","1","51"
"#463531","11.548","707.507","11,548","707,507","9,393","488,718","1","52,00234092","1","52"
"#4C3B37","11.548","716.905","11,548","716,905","9,393","498,116","1","53,00234092","1","53"
"#4E3E3A","11.548","726.304","11,548","726,304","9,393","507,515","1","54,00244733","1","54"
"#463530","11.548","735.702","11,548","735,702","9,393","516,913","1","55,00244733","1","55"
"#4E3C38","11.548","745.101","11,548","745,101","9,393","526,312","1","56,00255373","1","56"
"#422F2A","11.548","754.499","11,548","754,499","9,393","535,71","1","57,00255373","1","57"
"#463531","11.548","763.897","11,548","763,897","9,393","545,108","1","58,00255373","1","58"
"#4D3D39","11.548","773.296","11,548","773,296","9,393","554,507","1","59,00266014","1","59"
"#43322E","11.548","782.694","11,548","782,694","9,393","563,905","1","60,00266014","1","60"
"#4D3D39","11.548","792.093","11,548","792,093","9,393","573,304","1","61,00276655","1","61"
"#3E2E2A","11.548","801.491","11,548","801,491","9,393","582,702","1","62,00276655","1","62"
"#362824","11.548","810.89","11,548","810,89","9,393","592,101","1","63,00287295","1","63"
"#2A282D","20.94","237.585","20,94","237,585","18,785","18,796","1,999893538","2","2","2"
"#2B272B","20.94","246.984","20,94","246,984","18,785","28,195","1,999893538","3,000106406","2","3"
"#312C2F","20.94","256.382","20,94","256,382","18,785","37,593","1,999893538","4,000106406","2","4"
"#2D282A","20.94","265.781","20,94","265,781","18,785","46,992","1,999893538","5,000212811","2","5"
"#2D282A","20.94","275.179","20,94","275,179","18,785","56,39","1,999893538","6,000212811","2","6"
"#302B2E","20.94","284.578","20,94","284,578","18,785","65,789","1,999893538","7,000319217","2","7"
"#342D31","20.94","293.976","20,94","293,976","18,785","75,187","1,999893538","8,000319217","2","8"
"#332A31","20.94","303.375","20,94","303,375","18,785","84,586","1,999893538","9,000425622","2","9"
"#31272F","20.94","312.773","20,94","312,773","18,785","93,984","1,999893538","10,00042562","2","10"
"#362C33","20.94","322.171","20,94","322,171","18,785","103,382","1,999893538","11,00042562","2","11"
"#43373E","20.94","331.57","20,94","331,57","18,785","112,781","1,999893538","12,00053203","2","12"
"#493C44","20.94","340.968","20,94","340,968","18,785","122,179","1,999893538","13,00053203","2","13"
"#43373F","20.94","350.367","20,94","350,367","18,785","131,578","1,999893538","14,00063843","2","14"
"#46363E","20.94","359.765","20,94","359,765","18,785","140,976","1,999893538","15,00063843","2","15"
"#45363E","20.94","369.164","20,94","369,164","18,785","150,375","1,999893538","16,00074484","2","16"
"#4C3D44","20.94","378.562","20,94","378,562","18,785","159,773","1,999893538","17,00074484","2","17"
"#4D3D45","20.94","387.96","20,94","387,96","18,785","169,171","1,999893538","18,00074484","2","18"
"#47353D","20.94","397.359","20,94","397,359","18,785","178,57","1,999893538","19,00085124","2","19"
"#45303A","20.94","406.757","20,94","406,757","18,785","187,968","1,999893538","20,00085124","2","20"
"#513F46","20.94","416.156","20,94","416,156","18,785","197,367","1,999893538","21,00095765","2","21"
"#4A3840","20.94","425.554","20,94","425,554","18,785","206,765","1,999893538","22,00095765","2","22"
"#513F46","20.94","434.952","20,94","434,952","18,785","216,163","1,999893538","23,00095765","2","23"
"#49343C","20.94","444.351","20,94","444,351","18,785","225,562","1,999893538","24,00106406","2","24"
"#48333C","20.94","453.749","20,94","453,749","18,785","234,96","1,999893538","25,00106406","2","25"
"#503C43","20.94","463.147","20,94","463,147","18,785","244,358","1,999893538","26,00106406","2","26"
"#503C43","20.94","472.546","20,94","472,546","18,785","253,757","1,999893538","27,00117046","2","27"
"#543F46","20.94","481.944","20,94","481,944","18,785","263,155","1,999893538","28,00117046","2","28"
"#432F36","20.94","491.343","20,94","491,343","18,785","272,554","1,999893538","29,00127687","2","29"
"#4A3B40","20.94","500.741","20,94","500,741","18,785","281,952","1,999893538","30,00127687","2","30"
"#533F44","20.94","510.14","20,94","510,14","18,785","291,351","1,999893538","31,00138327","2","31"
"#48363C","20.94","519.538","20,94","519,538","18,785","300,749","1,999893538","32,00138327","2","32"
"#463739","20.94","528.937","20,94","528,937","18,785","310,148","1,999893538","33,00148968","2","33"
"#3C2F30","20.94","538.335","20,94","538,335","18,785","319,546","1,999893538","34,00148968","2","34"
"#3D3232","20.94","547.733","20,94","547,733","18,785","328,944","1,999893538","35,00148968","2","35"
"#3D3131","20.94","557.132","20,94","557,132","18,785","338,343","1,999893538","36,00159608","2","36"
"#3B3030","20.94","566.53","20,94","566,53","18,785","347,741","1,999893538","37,00159608","2","37"
"#362C2C","20.94","575.929","20,94","575,929","18,785","357,14","1,999893538","38,00170249","2","38"
"#362C2C","20.94","585.327","20,94","585,327","18,785","366,538","1,999893538","39,00170249","2","39"
"#3B2F2F","20.94","594.726","20,94","594,726","18,785","375,937","1,999893538","40,0018089","2","40"
"#3D3232","20.94","604.124","20,94","604,124","18,785","385,335","1,999893538","41,0018089","2","41"
"#392E2E","20.94","613.522","20,94","613,522","18,785","394,733","1,999893538","42,0018089","2","42"
"#423636","20.94","622.921","20,94","622,921","18,785","404,132","1,999893538","43,0019153","2","43"
"#413636","20.94","632.319","20,94","632,319","18,785","413,53","1,999893538","44,0019153","2","44"
"#3F3333","20.94","641.718","20,94","641,718","18,785","422,929","1,999893538","45,00202171","2","45"
"#392E2E","20.94","651.116","20,94","651,116","18,785","432,327","1,999893538","46,00202171","2","46"
"#3B312F","20.94","660.515","20,94","660,515","18,785","441,726","1,999893538","47,00212811","2","47"
"#3E3130","20.94","669.913","20,94","669,913","18,785","451,124","1,999893538","48,00212811","2","48"
"#403331","20.94","679.312","20,94","679,312","18,785","460,523","1,999893538","49,00223452","2","49"
"#4B3D3B","20.94","688.71","20,94","688,71","18,785","469,921","1,999893538","50,00223452","2","50"
"#4F3F3E","20.94","698.108","20,94","698,108","18,785","479,319","1,999893538","51,00223452","2","51"
"#52423E","20.94","707.507","20,94","707,507","18,785","488,718","1,999893538","52,00234092","2","52"
"#50403C","20.94","716.905","20,94","716,905","18,785","498,116","1,999893538","53,00234092","2","53"
"#52423E","20.94","726.304","20,94","726,304","18,785","507,515","1,999893538","54,00244733","2","54"
"#50403C","20.94","735.702","20,94","735,702","18,785","516,913","1,999893538","55,00244733","2","55"
"#52403D","20.94","745.101","20,94","745,101","18,785","526,312","1,999893538","56,00255373","2","56"
"#473631","20.94","754.499","20,94","754,499","18,785","535,71","1,999893538","57,00255373","2","57"
"#4C3B37","20.94","763.897","20,94","763,897","18,785","545,108","1,999893538","58,00255373","2","58"
"#50403C","20.94","773.296","20,94","773,296","18,785","554,507","1,999893538","59,00266014","2","59"
"#4D3D39","20.94","782.694","20,94","782,694","18,785","563,905","1,999893538","60,00266014","2","60"
"#50403C","20.94","792.093","20,94","792,093","18,785","573,304","1,999893538","61,00276655","2","61"
"#433430","20.94","801.491","20,94","801,491","18,785","582,702","1,999893538","62,00276655","2","62"
"#3D302D","20.94","810.89","20,94","810,89","18,785","592,101","1,999893538","63,00287295","2","63"
"#252328","20.941","228.187","20,941","228,187","18,786","9,398","2","1","2","1"
"#272029","30.334","228.187","30,334","228,187","28,179","9,398","3","1","3","1"
"#241D25","30.335","237.585","30,335","237,585","28,18","18,796","3,000106462","2","3","2"
"#342B33","30.335","246.984","30,335","246,984","28,18","28,195","3,000106462","3,000106406","3","3"
"#31252E","30.335","256.382","30,335","256,382","28,18","37,593","3,000106462","4,000106406","3","4"
"#3A2F34","30.335","265.781","30,335","265,781","28,18","46,992","3,000106462","5,000212811","3","5"
"#3B2F35","30.335","275.179","30,335","275,179","28,18","56,39","3,000106462","6,000212811","3","6"
"#42353B","30.335","284.578","30,335","284,578","28,18","65,789","3,000106462","7,000319217","3","7"
"#4E4146","30.335","293.976","30,335","293,976","28,18","75,187","3,000106462","8,000319217","3","8"
"#4A3B43","30.335","303.375","30,335","303,375","28,18","84,586","3,000106462","9,000425622","3","9"
"#56454D","30.335","312.773","30,335","312,773","28,18","93,984","3,000106462","10,00042562","3","10"
"#5B4A54","30.335","322.171","30,335","322,171","28,18","103,382","3,000106462","11,00042562","3","11"
"#5B4A54","30.335","331.57","30,335","331,57","28,18","112,781","3,000106462","12,00053203","3","12"
"#705965","30.335","340.968","30,335","340,968","28,18","122,179","3,000106462","13,00053203","3","13"
"#6B5460","30.335","350.367","30,335","350,367","28,18","131,578","3,000106462","14,00063843","3","14"
"#6B5360","30.335","359.765","30,335","359,765","28,18","140,976","3,000106462","15,00063843","3","15"
"#705965","30.335","369.164","30,335","369,164","28,18","150,375","3,000106462","16,00074484","3","16"
"#6B5360","30.335","378.562","30,335","378,562","28,18","159,773","3,000106462","17,00074484","3","17"
"#705A66","30.335","387.96","30,335","387,96","28,18","169,171","3,000106462","18,00074484","3","18"
"#69505D","30.335","397.359","30,335","397,359","28,18","178,57","3,000106462","19,00085124","3","19"
"#654A57","30.335","406.757","30,335","406,757","28,18","187,968","3,000106462","20,00085124","3","20"
"#6B525E","30.335","416.156","30,335","416,156","28,18","197,367","3,000106462","21,00095765","3","21"
"#664D59","30.335","425.554","30,335","425,554","28,18","206,765","3,000106462","22,00095765","3","22"
"#6C535F","30.335","434.952","30,335","434,952","28,18","216,163","3,000106462","23,00095765","3","23"
"#684E5A","30.335","444.351","30,335","444,351","28,18","225,562","3,000106462","24,00106406","3","24"
"#6E525D","30.335","453.749","30,335","453,749","28,18","234,96","3,000106462","25,00106406","3","25"
"#725761","30.335","463.147","30,335","463,147","28,18","244,358","3,000106462","26,00106406","3","26"
"#6D515C","30.335","472.546","30,335","472,546","28,18","253,757","3,000106462","27,00117046","3","27"
"#6D4F5A","30.335","481.944","30,335","481,944","28,18","263,155","3,000106462","28,00117046","3","28"
"#5D414A","30.335","491.343","30,335","491,343","28,18","272,554","3,000106462","29,00127687","3","29"
"#543C44","30.335","500.741","30,335","500,741","28,18","281,952","3,000106462","30,00127687","3","30"
"#554146","30.335","510.14","30,335","510,14","28,18","291,351","3,000106462","31,00138327","3","31"
"#4B3439","30.335","519.538","30,335","519,538","28,18","300,749","3,000106462","32,00138327","3","32"
"#523B40","30.335","528.937","30,335","528,937","28,18","310,148","3,000106462","33,00148968","3","33"
"#473236","30.335","538.335","30,335","538,335","28,18","319,546","3,000106462","34,00148968","3","34"
"#422F31","30.335","547.733","30,335","547,733","28,18","328,944","3,000106462","35,00148968","3","35"
"#483738","30.335","557.132","30,335","557,132","28,18","338,343","3,000106462","36,00159608","3","36"
"#412E30","30.335","566.53","30,335","566,53","28,18","347,741","3,000106462","37,00159608","3","37"
"#352626","30.335","575.929","30,335","575,929","28,18","357,14","3,000106462","38,00170249","3","38"
"#362829","30.335","585.327","30,335","585,327","28,18","366,538","3,000106462","39,00170249","3","39"
"#322423","30.335","594.726","30,335","594,726","28,18","375,937","3,000106462","40,0018089","3","40"
"#3A2F2F","30.335","604.124","30,335","604,124","28,18","385,335","3,000106462","41,0018089","3","41"
"#3D2D2D","30.335","613.522","30,335","613,522","28,18","394,733","3,000106462","42,0018089","3","42"
"#48393A","30.335","622.921","30,335","622,921","28,18","404,132","3,000106462","43,0019153","3","43"
"#4E3F3F","30.335","632.319","30,335","632,319","28,18","413,53","3,000106462","44,0019153","3","44"
"#473637","30.335","641.718","30,335","641,718","28,18","422,929","3,000106462","45,00202171","3","45"
"#423334","30.335","651.116","30,335","651,116","28,18","432,327","3,000106462","46,00202171","3","46"
"#3B2C2D","30.335","660.515","30,335","660,515","28,18","441,726","3,000106462","47,00212811","3","47"
"#3C2D2D","30.335","669.913","30,335","669,913","28,18","451,124","3,000106462","48,00212811","3","48"
"#433534","30.335","679.312","30,335","679,312","28,18","460,523","3,000106462","49,00223452","3","49"
"#423231","30.335","688.71","30,335","688,71","28,18","469,921","3,000106462","50,00223452","3","50"
"#4E3E3D","30.335","698.108","30,335","698,108","28,18","479,319","3,000106462","51,00223452","3","51"
"#463635","30.335","707.507","30,335","707,507","28,18","488,718","3,000106462","52,00234092","3","52"
"#433231","30.335","716.905","30,335","716,905","28,18","498,116","3,000106462","53,00234092","3","53"
"#473633","30.335","726.304","30,335","726,304","28,18","507,515","3,000106462","54,00244733","3","54"
"#422F2B","30.335","735.702","30,335","735,702","28,18","516,913","3,000106462","55,00244733","3","55"
"#483732","30.335","745.101","30,335","745,101","28,18","526,312","3,000106462","56,00255373","3","56"
"#412F2C","30.335","754.499","30,335","754,499","28,18","535,71","3,000106462","57,00255373","3","57"
"#453332","30.335","763.897","30,335","763,897","28,18","545,108","3,000106462","58,00255373","3","58"
"#493936","30.335","773.296","30,335","773,296","28,18","554,507","3,000106462","59,00266014","3","59"
"#463531","30.335","782.694","30,335","782,694","28,18","563,905","3,000106462","60,00266014","3","60"
"#4D3D39","30.335","792.093","30,335","792,093","28,18","573,304","3,000106462","61,00276655","3","61"
"#3F2F2B","30.335","801.491","30,335","801,491","28,18","582,702","3,000106462","62,00276655","3","62"
"#392C28","30.335","810.89","30,335","810,89","28,18","592,101","3,000106462","63,00287295","3","63"
"#2E272E","39.728","228.187","39,728","228,187","37,573","9,398","4,000106462","1","4","1"
"#33252E","39.728","237.585","39,728","237,585","37,573","18,796","4,000106462","2","4","2"
"#44353E","39.728","246.984","39,728","246,984","37,573","28,195","4,000106462","3,000106406","4","3"
"#43323B","39.728","256.382","39,728","256,382","37,573","37,593","4,000106462","4,000106406","4","4"
"#59484F","39.728","265.781","39,728","265,781","37,573","46,992","4,000106462","5,000212811","4","5"
"#5C4951","39.728","275.179","39,728","275,179","37,573","56,39","4,000106462","6,000212811","4","6"
"#635058","39.728","284.578","39,728","284,578","37,573","65,789","4,000106462","7,000319217","4","7"
"#6F5B63","39.728","293.976","39,728","293,976","37,573","75,187","4,000106462","8,000319217","4","8"
"#6E5962","39.728","303.375","39,728","303,375","37,573","84,586","4,000106462","9,000425622","4","9"
"#735F67","39.728","312.773","39,728","312,773","37,573","93,984","4,000106462","10,00042562","4","10"
"#7A6370","39.728","322.171","39,728","322,171","37,573","103,382","4,000106462","11,00042562","4","11"
"#7A636F","39.728","331.57","39,728","331,57","37,573","112,781","4,000106462","12,00053203","4","12"
"#846B77","39.728","340.968","39,728","340,968","37,573","122,179","4,000106462","13,00053203","4","13"
"#7F6672","39.728","350.367","39,728","350,367","37,573","131,578","4,000106462","14,00063843","4","14"
"#826573","39.728","359.765","39,728","359,765","37,573","140,976","4,000106462","15,00063843","4","15"
"#866A78","39.728","369.164","39,728","369,164","37,573","150,375","4,000106462","16,00074484","4","16"
"#826674","39.728","378.562","39,728","378,562","37,573","159,773","4,000106462","17,00074484","4","17"
"#836775","39.728","387.96","39,728","387,96","37,573","169,171","4,000106462","18,00074484","4","18"
"#7F6270","39.728","397.359","39,728","397,359","37,573","178,57","4,000106462","19,00085124","4","19"
"#7D5E6D","39.728","406.757","39,728","406,757","37,573","187,968","4,000106462","20,00085124","4","20"
"#806270","39.728","416.156","39,728","416,156","37,573","197,367","4,000106462","21,00095765","4","21"
"#7D5C6B","39.728","425.554","39,728","425,554","37,573","206,765","4,000106462","22,00095765","4","22"
"#816271","39.728","434.952","39,728","434,952","37,573","216,163","4,000106462","23,00095765","4","23"
"#7C5D6C","39.728","444.351","39,728","444,351","37,573","225,562","4,000106462","24,00106406","4","24"
"#7C5D6C","39.728","453.749","39,728","453,749","37,573","234,96","4,000106462","25,00106406","4","25"
"#806270","39.728","463.147","39,728","463,147","37,573","244,358","4,000106462","26,00106406","4","26"
"#7C5C6B","39.728","472.546","39,728","472,546","37,573","253,757","4,000106462","27,00117046","4","27"
"#7E5B68","39.728","481.944","39,728","481,944","37,573","263,155","4,000106462","28,00117046","4","28"
"#76525E","39.728","491.343","39,728","491,343","37,573","272,554","4,000106462","29,00127687","4","29"
"#6F5157","39.728","500.741","39,728","500,741","37,573","281,952","4,000106462","30,00127687","4","30"
"#74585D","39.728","510.14","39,728","510,14","37,573","291,351","4,000106462","31,00138327","4","31"
"#674A4F","39.728","519.538","39,728","519,538","37,573","300,749","4,000106462","32,00138327","4","32"
"#604449","39.728","528.937","39,728","528,937","37,573","310,148","4,000106462","33,00148968","4","33"
"#593F44","39.728","538.335","39,728","538,335","37,573","319,546","4,000106462","34,00148968","4","34"
"#53393D","39.728","547.733","39,728","547,733","37,573","328,944","4,000106462","35,00148968","4","35"
"#543F41","39.728","557.132","39,728","557,132","37,573","338,343","4,000106462","36,00159608","4","36"
"#4B3436","39.728","566.53","39,728","566,53","37,573","347,741","4,000106462","37,00159608","4","37"
"#453434","39.728","575.929","39,728","575,929","37,573","357,14","4,000106462","38,00170249","4","38"
"#412F30","39.728","585.327","39,728","585,327","37,573","366,538","4,000106462","39,00170249","4","39"
"#382727","39.728","594.726","39,728","594,726","37,573","375,937","4,000106462","40,0018089","4","40"
"#403030","39.728","604.124","39,728","604,124","37,573","385,335","4,000106462","41,0018089","4","41"
"#3D2C2C","39.728","613.522","39,728","613,522","37,573","394,733","4,000106462","42,0018089","4","42"
"#49383A","39.728","622.921","39,728","622,921","37,573","404,132","4,000106462","43,0019153","4","43"
"#564446","39.728","632.319","39,728","632,319","37,573","413,53","4,000106462","44,0019153","4","44"
"#564446","39.728","641.718","39,728","641,718","37,573","422,929","4,000106462","45,00202171","4","45"
"#5C4B4D","39.728","651.116","39,728","651,116","37,573","432,327","4,000106462","46,00202171","4","46"
"#4A393B","39.728","660.515","39,728","660,515","37,573","441,726","4,000106462","47,00212811","4","47"
"#4A3839","39.728","669.913","39,728","669,913","37,573","451,124","4,000106462","48,00212811","4","48"
"#534243","39.728","679.312","39,728","679,312","37,573","460,523","4,000106462","49,00223452","4","49"
"#4D3B3C","39.728","688.71","39,728","688,71","37,573","469,921","4,000106462","50,00223452","4","50"
"#564545","39.728","698.108","39,728","698,108","37,573","479,319","4,000106462","51,00223452","4","51"
"#53403F","39.728","707.507","39,728","707,507","37,573","488,718","4,000106462","52,00234092","4","52"
"#53403E","39.728","716.905","39,728","716,905","37,573","498,116","4,000106462","53,00234092","4","53"
"#53413E","39.728","726.304","39,728","726,304","37,573","507,515","4,000106462","54,00244733","4","54"
"#473330","39.728","735.702","39,728","735,702","37,573","516,913","4,000106462","55,00244733","4","55"
"#4F3D3A","39.728","745.101","39,728","745,101","37,573","526,312","4,000106462","56,00255373","4","56"
"#412F2C","39.728","754.499","39,728","754,499","37,573","535,71","4,000106462","57,00255373","4","57"
"#43302F","39.728","763.897","39,728","763,897","37,573","545,108","4,000106462","58,00255373","4","58"
"#493936","39.728","773.296","39,728","773,296","37,573","554,507","4,000106462","59,00266014","4","59"
"#422F2E","39.728","782.694","39,728","782,694","37,573","563,905","4,000106462","60,00266014","4","60"
"#493736","39.728","792.093","39,728","792,093","37,573","573,304","4,000106462","61,00276655","4","61"
"#392B28","39.728","801.491","39,728","801,491","37,573","582,702","4,000106462","62,00276655","4","62"
"#372927","39.728","810.89","39,728","810,89","37,573","592,101","4,000106462","63,00287295","4","63"
"#483A43","49.121","228.187","49,121","228,187","46,966","9,398","5,000106462","1","5","1"
"#54424C","49.121","237.585","49,121","237,585","46,966","18,796","5,000106462","2","5","2"
"#66535D","49.121","246.984","49,121","246,984","46,966","28,195","5,000106462","3,000106406","5","3"
"#6A5660","49.121","256.382","49,121","256,382","46,966","37,593","5,000106462","4,000106406","5","4"
"#745E67","49.121","265.781","49,121","265,781","46,966","46,992","5,000106462","5,000212811","5","5"
"#7B626C","49.121","275.179","49,121","275,179","46,966","56,39","5,000106462","6,000212811","5","6"
"#826B74","49.121","284.578","49,121","284,578","46,966","65,789","5,000106462","7,000319217","5","7"
"#876E79","49.121","293.976","49,121","293,976","46,966","75,187","5,000106462","8,000319217","5","8"
"#866D77","49.121","303.375","49,121","303,375","46,966","84,586","5,000106462","9,000425622","5","9"
"#886F7A","49.121","312.773","49,121","312,773","46,966","93,984","5,000106462","10,00042562","5","10"
"#8C717D","49.121","322.171","49,121","322,171","46,966","103,382","5,000106462","11,00042562","5","11"
"#8E747F","49.121","331.57","49,121","331,57","46,966","112,781","5,000106462","12,00053203","5","12"
"#8C717D","49.121","340.968","49,121","340,968","46,966","122,179","5,000106462","13,00053203","5","13"
"#896D79","49.121","350.367","49,121","350,367","46,966","131,578","5,000106462","14,00063843","5","14"
"#8D6F7D","49.121","359.765","49,121","359,765","46,966","140,976","5,000106462","15,00063843","5","15"
"#917481","49.121","369.164","49,121","369,164","46,966","150,375","5,000106462","16,00074484","5","16"
"#917481","49.121","378.562","49,121","378,562","46,966","159,773","5,000106462","17,00074484","5","17"
"#927582","49.121","387.96","49,121","387,96","46,966","169,171","5,000106462","18,00074484","5","18"
"#8E717F","49.121","397.359","49,121","397,359","46,966","178,57","5,000106462","19,00085124","5","19"
"#906D7D","49.121","406.757","49,121","406,757","46,966","187,968","5,000106462","20,00085124","5","20"
"#937080","49.121","416.156","49,121","416,156","46,966","197,367","5,000106462","21,00095765","5","21"
"#926E7E","49.121","425.554","49,121","425,554","46,966","206,765","5,000106462","22,00095765","5","22"
"#936E7F","49.121","434.952","49,121","434,952","46,966","216,163","5,000106462","23,00095765","5","23"
"#906B7C","49.121","444.351","49,121","444,351","46,966","225,562","5,000106462","24,00106406","5","24"
"#8E6876","49.121","453.749","49,121","453,749","46,966","234,96","5,000106462","25,00106406","5","25"
"#926B7A","49.121","463.147","49,121","463,147","46,966","244,358","5,000106462","26,00106406","5","26"
"#8D6672","49.121","472.546","49,121","472,546","46,966","253,757","5,000106462","27,00117046","5","27"
"#8F6976","49.121","481.944","49,121","481,944","46,966","263,155","5,000106462","28,00117046","5","28"
"#88616D","49.121","491.343","49,121","491,343","46,966","272,554","5,000106462","29,00127687","5","29"
"#845F68","49.121","500.741","49,121","500,741","46,966","281,952","5,000106462","30,00127687","5","30"
"#86646C","49.121","510.14","49,121","510,14","46,966","291,351","5,000106462","31,00138327","5","31"
"#7E5C63","49.121","519.538","49,121","519,538","46,966","300,749","5,000106462","32,00138327","5","32"
"#7A5B60","49.121","528.937","49,121","528,937","46,966","310,148","5,000106462","33,00148968","5","33"
"#6F5156","49.121","538.335","49,121","538,335","46,966","319,546","5,000106462","34,00148968","5","34"
"#6D4F53","49.121","547.733","49,121","547,733","46,966","328,944","5,000106462","35,00148968","5","35"
"#695053","49.121","557.132","49,121","557,132","46,966","338,343","5,000106462","36,00159608","5","36"
"#674E51","49.121","566.53","49,121","566,53","46,966","347,741","5,000106462","37,00159608","5","37"
"#5D4646","49.121","575.929","49,121","575,929","46,966","357,14","5,000106462","38,00170249","5","38"
"#584343","49.121","585.327","49,121","585,327","46,966","366,538","5,000106462","39,00170249","5","39"
"#574342","49.121","594.726","49,121","594,726","46,966","375,937","5,000106462","40,0018089","5","40"
"#523F40","49.121","604.124","49,121","604,124","46,966","385,335","5,000106462","41,0018089","5","41"
"#493A3A","49.121","613.522","49,121","613,522","46,966","394,733","5,000106462","42,0018089","5","42"
"#4C3739","49.121","622.921","49,121","622,921","46,966","404,132","5,000106462","43,0019153","5","43"
"#524041","49.121","632.319","49,121","632,319","46,966","413,53","5,000106462","44,0019153","5","44"
"#604E50","49.121","641.718","49,121","641,718","46,966","422,929","5,000106462","45,00202171","5","45"
"#6A5759","49.121","651.116","49,121","651,116","46,966","432,327","5,000106462","46,00202171","5","46"
"#5B4A4C","49.121","660.515","49,121","660,515","46,966","441,726","5,000106462","47,00212811","5","47"
