"fill","cx","cy","cxx","cyy","cxxx","cyyy","cxxxx","cyyyy","id_x","id_y"
"#BB8585","499.999","547.733","499,999","547,733","497,844","328,944","53,00159693","35,00148968","53","35"
"#BB8B87","499.999","557.132","499,999","557,132","497,844","338,343","53,00159693","36,00159608","53","36"
"#BA8984","499.999","566.53","499,999","566,53","497,844","347,741","53,00159693","37,00159608","53","37"
"#BD8C87","499.999","575.929","499,999","575,929","497,844","357,14","53,00159693","38,00170249","53","38"
"#BF8E88","499.999","585.327","499,999","585,327","497,844","366,538","53,00159693","39,00170249","53","39"
"#C2968E","499.999","594.726","499,999","594,726","497,844","375,937","53,00159693","40,0018089","53","40"
"#C1958E","499.999","604.124","499,999","604,124","497,844","385,335","53,00159693","41,0018089","53","41"
"#BF948C","499.999","613.522","499,999","613,522","497,844","394,733","53,00159693","42,0018089","53","42"
"#BF928A","499.999","622.921","499,999","622,921","497,844","404,132","53,00159693","43,0019153","53","43"
"#C2978E","499.999","632.319","499,999","632,319","497,844","413,53","53,00159693","44,0019153","53","44"
"#C99D95","499.999","641.718","499,999","641,718","497,844","422,929","53,00159693","45,00202171","53","45"
"#C99D96","499.999","651.116","499,999","651,116","497,844","432,327","53,00159693","46,00202171","53","46"
"#CDA29B","499.999","660.515","499,999","660,515","497,844","441,726","53,00159693","47,00212811","53","47"
"#CDA29B","499.999","669.913","499,999","669,913","497,844","451,124","53,00159693","48,00212811","53","48"
"#CFA5A0","499.999","679.312","499,999","679,312","497,844","460,523","53,00159693","49,00223452","53","49"
"#CA9F9B","499.999","688.71","499,999","688,71","497,844","469,921","53,00159693","50,00223452","53","50"
"#CA9F9C","499.999","698.108","499,999","698,108","497,844","479,319","53,00159693","51,00223452","53","51"
"#C59A9B","499.999","707.507","499,999","707,507","497,844","488,718","53,00159693","52,00234092","53","52"
"#C39799","499.999","716.905","499,999","716,905","497,844","498,116","53,00159693","53,00234092","53","53"
"#BF9699","499.999","726.304","499,999","726,304","497,844","507,515","53,00159693","54,00244733","53","54"
"#BF9797","499.999","735.702","499,999","735,702","497,844","516,913","53,00159693","55,00244733","53","55"
"#BD9595","499.999","745.101","499,999","745,101","497,844","526,312","53,00159693","56,00255373","53","56"
"#B78D8D","499.999","754.499","499,999","754,499","497,844","535,71","53,00159693","57,00255373","53","57"
"#B58988","499.999","763.897","499,999","763,897","497,844","545,108","53,00159693","58,00255373","53","58"
"#AF8385","499.999","773.296","499,999","773,296","497,844","554,507","53,00159693","59,00266014","53","59"
"#AE8284","499.999","782.694","499,999","782,694","497,844","563,905","53,00159693","60,00266014","53","60"
"#A87C7F","499.999","792.093","499,999","792,093","497,844","573,304","53,00159693","61,00276655","53","61"
"#9D6D73","499.999","801.491","499,999","801,491","497,844","582,702","53,00159693","62,00276655","53","62"
"#93656A","499.999","810.89","499,999","810,89","497,844","592,101","53,00159693","63,00287295","53","63"
"#C19B98","509.392","228.187","509,392","228,187","507,237","9,398","54,00159693","1","54","1"
"#C39C99","509.392","237.585","509,392","237,585","507,237","18,796","54,00159693","2","54","2"
"#CBA6A2","509.392","246.984","509,392","246,984","507,237","28,195","54,00159693","3,000106406","54","3"
"#CBA5A1","509.392","256.382","509,392","256,382","507,237","37,593","54,00159693","4,000106406","54","4"
"#B89591","509.392","265.781","509,392","265,781","507,237","46,992","54,00159693","5,000212811","54","5"
"#967470","509.392","275.179","509,392","275,179","507,237","56,39","54,00159693","6,000212811","54","6"
"#8C6A67","509.392","284.578","509,392","284,578","507,237","65,789","54,00159693","7,000319217","54","7"
"#A07D7A","509.392","293.976","509,392","293,976","507,237","75,187","54,00159693","8,000319217","54","8"
"#A9817D","509.392","303.375","509,392","303,375","507,237","84,586","54,00159693","9,000425622","54","9"
"#AF847F","509.392","312.773","509,392","312,773","507,237","93,984","54,00159693","10,00042562","54","10"
"#AB7D7B","509.392","322.171","509,392","322,171","507,237","103,382","54,00159693","11,00042562","54","11"
"#A67B78","509.392","331.57","509,392","331,57","507,237","112,781","54,00159693","12,00053203","54","12"
"#A07D77","509.392","340.968","509,392","340,968","507,237","122,179","54,00159693","13,00053203","54","13"
"#9B7770","509.392","350.367","509,392","350,367","507,237","131,578","54,00159693","14,00063843","54","14"
"#9A766F","509.392","359.765","509,392","359,765","507,237","140,976","54,00159693","15,00063843","54","15"
"#9E7972","509.392","369.164","509,392","369,164","507,237","150,375","54,00159693","16,00074484","54","16"
"#A6837A","509.392","378.562","509,392","378,562","507,237","159,773","54,00159693","17,00074484","54","17"
"#B5928A","509.392","387.96","509,392","387,96","507,237","169,171","54,00159693","18,00074484","54","18"
"#B8968F","509.392","397.359","509,392","397,359","507,237","178,57","54,00159693","19,00085124","54","19"
"#C09F99","509.392","406.757","509,392","406,757","507,237","187,968","54,00159693","20,00085124","54","20"
"#C6A7A2","509.392","416.156","509,392","416,156","507,237","197,367","54,00159693","21,00095765","54","21"
"#C6A7A4","509.392","425.554","509,392","425,554","507,237","206,765","54,00159693","22,00095765","54","22"
"#CCACAF","509.392","434.952","509,392","434,952","507,237","216,163","54,00159693","23,00095765","54","23"
"#CAA8AA","509.392","444.351","509,392","444,351","507,237","225,562","54,00159693","24,00106406","54","24"
"#CAA8AA","509.392","453.749","509,392","453,749","507,237","234,96","54,00159693","25,00106406","54","25"
"#CCA5A5","509.392","463.147","509,392","463,147","507,237","244,358","54,00159693","26,00106406","54","26"
"#C59597","509.392","472.546","509,392","472,546","507,237","253,757","54,00159693","27,00117046","54","27"
"#C69294","509.392","481.944","509,392","481,944","507,237","263,155","54,00159693","28,00117046","54","28"
"#C58F91","509.392","491.343","509,392","491,343","507,237","272,554","54,00159693","29,00127687","54","29"
"#C58A88","509.392","500.741","509,392","500,741","507,237","281,952","54,00159693","30,00127687","54","30"
"#C7908E","509.392","510.14","509,392","510,14","507,237","291,351","54,00159693","31,00138327","54","31"
"#C48987","509.392","519.538","509,392","519,538","507,237","300,749","54,00159693","32,00138327","54","32"
"#C58C8A","509.392","528.937","509,392","528,937","507,237","310,148","54,00159693","33,00148968","54","33"
"#C48D8A","509.392","538.335","509,392","538,335","507,237","319,546","54,00159693","34,00148968","54","34"
"#C38E8B","509.392","547.733","509,392","547,733","507,237","328,944","54,00159693","35,00148968","54","35"
"#C29590","509.392","557.132","509,392","557,132","507,237","338,343","54,00159693","36,00159608","54","36"
"#C0928C","509.392","566.53","509,392","566,53","507,237","347,741","54,00159693","37,00159608","54","37"
"#BF928C","509.392","575.929","509,392","575,929","507,237","357,14","54,00159693","38,00170249","54","38"
"#BC928D","509.392","585.327","509,392","585,327","507,237","366,538","54,00159693","39,00170249","54","39"
"#C0928D","509.392","594.726","509,392","594,726","507,237","375,937","54,00159693","40,0018089","54","40"
"#C49A95","509.392","604.124","509,392","604,124","507,237","385,335","54,00159693","41,0018089","54","41"
"#BD9088","509.392","613.522","509,392","613,522","507,237","394,733","54,00159693","42,0018089","54","42"
"#BE9088","509.392","622.921","509,392","622,921","507,237","404,132","54,00159693","43,0019153","54","43"
"#C3968C","509.392","632.319","509,392","632,319","507,237","413,53","54,00159693","44,0019153","54","44"
"#CA9D94","509.392","641.718","509,392","641,718","507,237","422,929","54,00159693","45,00202171","54","45"
"#D0A69C","509.392","651.116","509,392","651,116","507,237","432,327","54,00159693","46,00202171","54","46"
"#CFA39E","509.392","660.515","509,392","660,515","507,237","441,726","54,00159693","47,00212811","54","47"
"#CFA39E","509.392","669.913","509,392","669,913","507,237","451,124","54,00159693","48,00212811","54","48"
"#CFA39E","509.392","679.312","509,392","679,312","507,237","460,523","54,00159693","49,00223452","54","49"
"#CFA39E","509.392","688.71","509,392","688,71","507,237","469,921","54,00159693","50,00223452","54","50"
"#C99D9A","509.392","698.108","509,392","698,108","507,237","479,319","54,00159693","51,00223452","54","51"
"#C19496","509.392","707.507","509,392","707,507","507,237","488,718","54,00159693","52,00234092","54","52"
"#BF9397","509.392","716.905","509,392","716,905","507,237","498,116","54,00159693","53,00234092","54","53"
"#BC9294","509.392","726.304","509,392","726,304","507,237","507,515","54,00159693","54,00244733","54","54"
"#B5898C","509.392","735.702","509,392","735,702","507,237","516,913","54,00159693","55,00244733","54","55"
"#B78E91","509.392","745.101","509,392","745,101","507,237","526,312","54,00159693","56,00255373","54","56"
"#AD8184","509.392","754.499","509,392","754,499","507,237","535,71","54,00159693","57,00255373","54","57"
"#AD8184","509.392","763.897","509,392","763,897","507,237","545,108","54,00159693","58,00255373","54","58"
"#AC8081","509.392","773.296","509,392","773,296","507,237","554,507","54,00159693","59,00266014","54","59"
"#9D6F73","509.392","782.694","509,392","782,694","507,237","563,905","54,00159693","60,00266014","54","60"
"#916468","509.392","792.093","509,392","792,093","507,237","573,304","54,00159693","61,00276655","54","61"
"#8C5D64","509.392","801.491","509,392","801,491","507,237","582,702","54,00159693","62,00276655","54","62"
"#8D5E65","509.392","810.89","509,392","810,89","507,237","592,101","54,00159693","63,00287295","54","63"
"#C49B98","518.786","228.187","518,786","228,187","516,631","9,398","55,0017034","1","55","1"
"#BF9593","518.786","237.585","518,786","237,585","516,631","18,796","55,0017034","2","55","2"
"#C8A29E","518.786","246.984","518,786","246,984","516,631","28,195","55,0017034","3,000106406","55","3"
"#CBA6A2","518.786","256.382","518,786","256,382","516,631","37,593","55,0017034","4,000106406","55","4"
"#CAA39F","518.786","265.781","518,786","265,781","516,631","46,992","55,0017034","5,000212811","55","5"
"#BF9B94","518.786","275.179","518,786","275,179","516,631","56,39","55,0017034","6,000212811","55","6"
"#AE8882","518.786","284.578","518,786","284,578","516,631","65,789","55,0017034","7,000319217","55","7"
"#A8827C","518.786","293.976","518,786","293,976","516,631","75,187","55,0017034","8,000319217","55","8"
"#AB827E","518.786","303.375","518,786","303,375","516,631","84,586","55,0017034","9,000425622","55","9"
"#B18580","518.786","312.773","518,786","312,773","516,631","93,984","55,0017034","10,00042562","55","10"
"#B28681","518.786","322.171","518,786","322,171","516,631","103,382","55,0017034","11,00042562","55","11"
"#B68885","518.786","331.57","518,786","331,57","516,631","112,781","55,0017034","12,00053203","55","12"
"#B48A85","518.786","340.968","518,786","340,968","516,631","122,179","55,0017034","13,00053203","55","13"
"#AF857E","518.786","350.367","518,786","350,367","516,631","131,578","55,0017034","14,00063843","55","14"
"#AD847D","518.786","359.765","518,786","359,765","516,631","140,976","55,0017034","15,00063843","55","15"
"#B48C85","518.786","369.164","518,786","369,164","516,631","150,375","55,0017034","16,00074484","55","16"
"#BC9288","518.786","378.562","518,786","378,562","516,631","159,773","55,0017034","17,00074484","55","17"
"#C49C92","518.786","387.96","518,786","387,96","516,631","169,171","55,0017034","18,00074484","55","18"
"#C79D94","518.786","397.359","518,786","397,359","516,631","178,57","55,0017034","19,00085124","55","19"
"#CDA79F","518.786","406.757","518,786","406,757","516,631","187,968","55,0017034","20,00085124","55","20"
"#D1ACA5","518.786","416.156","518,786","416,156","516,631","197,367","55,0017034","21,00095765","55","21"
"#D1ADAA","518.786","425.554","518,786","425,554","516,631","206,765","55,0017034","22,00095765","55","22"
"#D3B0AB","518.786","434.952","518,786","434,952","516,631","216,163","55,0017034","23,00095765","55","23"
"#D2ADAA","518.786","444.351","518,786","444,351","516,631","225,562","55,0017034","24,00106406","55","24"
"#D2AEA9","518.786","453.749","518,786","453,749","516,631","234,96","55,0017034","25,00106406","55","25"
"#CCA4A5","518.786","463.147","518,786","463,147","516,631","244,358","55,0017034","26,00106406","55","26"
"#C99B99","518.786","472.546","518,786","472,546","516,631","253,757","55,0017034","27,00117046","55","27"
"#C99895","518.786","481.944","518,786","481,944","516,631","263,155","55,0017034","28,00117046","55","28"
"#C89693","518.786","491.343","518,786","491,343","516,631","272,554","55,0017034","29,00127687","55","29"
"#CC948D","518.786","500.741","518,786","500,741","516,631","281,952","55,0017034","30,00127687","55","30"
"#CE968F","518.786","510.14","518,786","510,14","516,631","291,351","55,0017034","31,00138327","55","31"
"#C8938C","518.786","519.538","518,786","519,538","516,631","300,749","55,0017034","32,00138327","55","32"
"#C9958E","518.786","528.937","518,786","528,937","516,631","310,148","55,0017034","33,00148968","55","33"
"#C7938C","518.786","538.335","518,786","538,335","516,631","319,546","55,0017034","34,00148968","55","34"
"#C7938D","518.786","547.733","518,786","547,733","516,631","328,944","55,0017034","35,00148968","55","35"
"#C49994","518.786","557.132","518,786","557,132","516,631","338,343","55,0017034","36,00159608","55","36"
"#C29690","518.786","566.53","518,786","566,53","516,631","347,741","55,0017034","37,00159608","55","37"
"#C0948F","518.786","575.929","518,786","575,929","516,631","357,14","55,0017034","38,00170249","55","38"
"#BD928D","518.786","585.327","518,786","585,327","516,631","366,538","55,0017034","39,00170249","55","39"
"#BF938D","518.786","594.726","518,786","594,726","516,631","375,937","55,0017034","40,0018089","55","40"
"#BF9B94","518.786","604.124","518,786","604,124","516,631","385,335","55,0017034","41,0018089","55","41"
"#BF9891","518.786","613.522","518,786","613,522","516,631","394,733","55,0017034","42,0018089","55","42"
"#C79F97","518.786","622.921","518,786","622,921","516,631","404,132","55,0017034","43,0019153","55","43"
"#D1A99F","518.786","632.319","518,786","632,319","516,631","413,53","55,0017034","44,0019153","55","44"
"#D1A99F","518.786","641.718","518,786","641,718","516,631","422,929","55,0017034","45,00202171","55","45"
"#D2ACA2","518.786","651.116","518,786","651,116","516,631","432,327","55,0017034","46,00202171","55","46"
"#CFA39E","518.786","660.515","518,786","660,515","516,631","441,726","55,0017034","47,00212811","55","47"
"#CFA39E","518.786","669.913","518,786","669,913","516,631","451,124","55,0017034","48,00212811","55","48"
"#CFA39E","518.786","679.312","518,786","679,312","516,631","460,523","55,0017034","49,00223452","55","49"
"#CFA39E","518.786","688.71","518,786","688,71","516,631","469,921","55,0017034","50,00223452","55","50"
"#C39A9A","518.786","698.108","518,786","698,108","516,631","479,319","55,0017034","51,00223452","55","51"
"#C09598","518.786","707.507","518,786","707,507","516,631","488,718","55,0017034","52,00234092","55","52"
"#C09598","518.786","716.905","518,786","716,905","516,631","498,116","55,0017034","53,00234092","55","53"
"#BB9295","518.786","726.304","518,786","726,304","516,631","507,515","55,0017034","54,00244733","55","54"
"#B78C8E","518.786","735.702","518,786","735,702","516,631","516,913","55,0017034","55,00244733","55","55"
"#AF8588","518.786","745.101","518,786","745,101","516,631","526,312","55,0017034","56,00255373","55","56"
"#AC8184","518.786","754.499","518,786","754,499","516,631","535,71","55,0017034","57,00255373","55","57"
"#A87D80","518.786","763.897","518,786","763,897","516,631","545,108","55,0017034","58,00255373","55","58"
"#9E7578","518.786","773.296","518,786","773,296","516,631","554,507","55,0017034","59,00266014","55","59"
"#8E6469","518.786","782.694","518,786","782,694","516,631","563,905","55,0017034","60,00266014","55","60"
"#885F66","518.786","792.093","518,786","792,093","516,631","573,304","55,0017034","61,00276655","55","61"
"#8B5F68","518.786","801.491","518,786","801,491","516,631","582,702","55,0017034","62,00276655","55","62"
"#946B73","518.786","810.89","518,786","810,89","516,631","592,101","55,0017034","63,00287295","55","63"
"#B7918C","528.179","228.187","528,179","228,187","526,024","9,398","56,0017034","1","56","1"
"#B6918C","528.179","237.585","528,179","237,585","526,024","18,796","56,0017034","2","56","2"
"#BC958F","528.179","246.984","528,179","246,984","526,024","28,195","56,0017034","3,000106406","56","3"
"#BD968F","528.179","256.382","528,179","256,382","526,024","37,593","56,0017034","4,000106406","56","4"
"#C8A29A","528.179","265.781","528,179","265,781","526,024","46,992","56,0017034","5,000212811","56","5"
"#C49F97","528.179","275.179","528,179","275,179","526,024","56,39","56,0017034","6,000212811","56","6"
"#C6A199","528.179","284.578","528,179","284,578","526,024","65,789","56,0017034","7,000319217","56","7"
"#C49C96","528.179","293.976","528,179","293,976","526,024","75,187","56,0017034","8,000319217","56","8"
"#C39B95","528.179","303.375","528,179","303,375","526,024","84,586","56,0017034","9,000425622","56","9"
"#C29893","528.179","312.773","528,179","312,773","526,024","93,984","56,0017034","10,00042562","56","10"
"#C99D97","528.179","322.171","528,179","322,171","526,024","103,382","56,0017034","11,00042562","56","11"
"#CB9F99","528.179","331.57","528,179","331,57","526,024","112,781","56,0017034","12,00053203","56","12"
"#D2AAA4","528.179","340.968","528,179","340,968","526,024","122,179","56,0017034","13,00053203","56","13"
"#D2A8A1","528.179","350.367","528,179","350,367","526,024","131,578","56,0017034","14,00063843","56","14"
"#D2A7A1","528.179","359.765","528,179","359,765","526,024","140,976","56,0017034","15,00063843","56","15"
"#D5AAA4","528.179","369.164","528,179","369,164","526,024","150,375","56,0017034","16,00074484","56","16"
"#DDAFA6","528.179","378.562","528,179","378,562","526,024","159,773","56,0017034","17,00074484","56","17"
"#E1B7AC","528.179","387.96","528,179","387,96","526,024","169,171","56,0017034","18,00074484","56","18"
"#E2B7AC","528.179","397.359","528,179","397,359","526,024","178,57","56,0017034","19,00085124","56","19"
"#E0B3A7","528.179","406.757","528,179","406,757","526,024","187,968","56,0017034","20,00085124","56","20"
"#E0B6AB","528.179","416.156","528,179","416,156","526,024","197,367","56,0017034","21,00095765","56","21"
"#DDB4AB","528.179","425.554","528,179","425,554","526,024","206,765","56,0017034","22,00095765","56","22"
"#DEB6AE","528.179","434.952","528,179","434,952","526,024","216,163","56,0017034","23,00095765","56","23"
"#DDB4AC","528.179","444.351","528,179","444,351","526,024","225,562","56,0017034","24,00106406","56","24"
"#DAB0A8","528.179","453.749","528,179","453,749","526,024","234,96","56,0017034","25,00106406","56","25"
"#DBB0AA","528.179","463.147","528,179","463,147","526,024","244,358","56,0017034","26,00106406","56","26"
"#D6A79F","528.179","472.546","528,179","472,546","526,024","253,757","56,0017034","27,00117046","56","27"
"#D3A59E","528.179","481.944","528,179","481,944","526,024","263,155","56,0017034","28,00117046","56","28"
"#D19C93","528.179","491.343","528,179","491,343","526,024","272,554","56,0017034","29,00127687","56","29"
"#D39F95","528.179","500.741","528,179","500,741","526,024","281,952","56,0017034","30,00127687","56","30"
"#D5A299","528.179","510.14","528,179","510,14","526,024","291,351","56,0017034","31,00138327","56","31"
"#D3A097","528.179","519.538","528,179","519,538","526,024","300,749","56,0017034","32,00138327","56","32"
"#D3A198","528.179","528.937","528,179","528,937","526,024","310,148","56,0017034","33,00148968","56","33"
"#CF9F97","528.179","538.335","528,179","538,335","526,024","319,546","56,0017034","34,00148968","56","34"
"#CD9F98","528.179","547.733","528,179","547,733","526,024","328,944","56,0017034","35,00148968","56","35"
"#CDA29B","528.179","557.132","528,179","557,132","526,024","338,343","56,0017034","36,00159608","56","36"
"#C79D96","528.179","566.53","528,179","566,53","526,024","347,741","56,0017034","37,00159608","56","37"
"#AB877F","528.179","575.929","528,179","575,929","526,024","357,14","56,0017034","38,00170249","56","38"
"#AB877F","528.179","585.327","528,179","585,327","526,024","366,538","56,0017034","39,00170249","56","39"
"#AB877F","528.179","594.726","528,179","594,726","526,024","375,937","56,0017034","40,0018089","56","40"
"#AB877F","528.179","604.124","528,179","604,124","526,024","385,335","56,0017034","41,0018089","56","41"
"#AB877F","528.179","613.522","528,179","613,522","526,024","394,733","56,0017034","42,0018089","56","42"
"#AB877F","528.179","622.921","528,179","622,921","526,024","404,132","56,0017034","43,0019153","56","43"
"#AB877F","528.179","632.319","528,179","632,319","526,024","413,53","56,0017034","44,0019153","56","44"
"#AB877F","528.179","641.718","528,179","641,718","526,024","422,929","56,0017034","45,00202171","56","45"
"#A7847B","528.179","651.116","528,179","651,116","526,024","432,327","56,0017034","46,00202171","56","46"
"#987075","528.179","660.515","528,179","660,515","526,024","441,726","56,0017034","47,00212811","56","47"
"#987075","528.179","669.913","528,179","669,913","526,024","451,124","56,0017034","48,00212811","56","48"
"#987075","528.179","679.312","528,179","679,312","526,024","460,523","56,0017034","49,00223452","56","49"
"#987075","528.179","688.71","528,179","688,71","526,024","469,921","56,0017034","50,00223452","56","50"
"#987075","528.179","698.108","528,179","698,108","526,024","479,319","56,0017034","51,00223452","56","51"
"#987075","528.179","707.507","528,179","707,507","526,024","488,718","56,0017034","52,00234092","56","52"
"#987075","528.179","716.905","528,179","716,905","526,024","498,116","56,0017034","53,00234092","56","53"
"#8B666A","528.179","726.304","528,179","726,304","526,024","507,515","56,0017034","54,00244733","56","54"
"#8B666A","528.179","735.702","528,179","735,702","526,024","516,913","56,0017034","55,00244733","56","55"
"#8B666A","528.179","745.101","528,179","745,101","526,024","526,312","56,0017034","56,00255373","56","56"
"#8B666A","528.179","754.499","528,179","754,499","526,024","535,71","56,0017034","57,00255373","56","57"
"#8B666A","528.179","763.897","528,179","763,897","526,024","545,108","56,0017034","58,00255373","56","58"
"#8B666A","528.179","773.296","528,179","773,296","526,024","554,507","56,0017034","59,00266014","56","59"
"#765054","528.179","782.694","528,179","782,694","526,024","563,905","56,0017034","60,00266014","56","60"
"#855E65","528.179","792.093","528,179","792,093","526,024","573,304","56,0017034","61,00276655","56","61"
"#896069","528.179","801.491","528,179","801,491","526,024","582,702","56,0017034","62,00276655","56","62"
"#88656F","528.179","810.89","528,179","810,89","526,024","592,101","56,0017034","63,00287295","56","63"
"#9C7974","537.571","228.187","537,571","228,187","535,416","9,398","57,00159693","1","57","1"
"#A27B76","537.571","237.585","537,571","237,585","535,416","18,796","57,00159693","2","57","2"
"#AA8682","537.571","246.984","537,571","246,984","535,416","28,195","57,00159693","3,000106406","57","3"
"#A6807A","537.571","256.382","537,571","256,382","535,416","37,593","57,00159693","4,000106406","57","4"
"#AD8881","537.571","265.781","537,571","265,781","535,416","46,992","57,00159693","5,000212811","57","5"
"#B08B82","537.571","275.179","537,571","275,179","535,416","56,39","57,00159693","6,000212811","57","6"
"#B9948B","537.571","284.578","537,571","284,578","535,416","65,789","57,00159693","7,000319217","57","7"
"#CCA89E","537.571","293.976","537,571","293,976","535,416","75,187","57,00159693","8,000319217","57","8"
"#D2AAA1","537.571","303.375","537,571","303,375","535,416","84,586","57,00159693","9,000425622","57","9"
"#D3ABA2","537.571","312.773","537,571","312,773","535,416","93,984","57,00159693","10,00042562","57","10"
"#D8AEA5","537.571","322.171","537,571","322,171","535,416","103,382","57,00159693","11,00042562","57","11"
"#DAAEA8","537.571","331.57","537,571","331,57","535,416","112,781","57,00159693","12,00053203","57","12"
"#DFB4B3","537.571","340.968","537,571","340,968","535,416","122,179","57,00159693","13,00053203","57","13"
"#E6B7B6","537.571","350.367","537,571","350,367","535,416","131,578","57,00159693","14,00063843","57","14"
"#E9BAB9","537.571","359.765","537,571","359,765","535,416","140,976","57,00159693","15,00063843","57","15"
"#E9B8B7","537.571","369.164","537,571","369,164","535,416","150,375","57,00159693","16,00074484","57","16"
"#E9BBB3","537.571","378.562","537,571","378,562","535,416","159,773","57,00159693","17,00074484","57","17"
"#E9BEB5","537.571","387.96","537,571","387,96","535,416","169,171","57,00159693","18,00074484","57","18"
"#E7BAB0","537.571","397.359","537,571","397,359","535,416","178,57","57,00159693","19,00085124","57","19"
"#E6B9AC","537.571","406.757","537,571","406,757","535,416","187,968","57,00159693","20,00085124","57","20"
"#E5BAAC","537.571","416.156","537,571","416,156","535,416","197,367","57,00159693","21,00095765","57","21"
"#E2B6A9","537.571","425.554","537,571","425,554","535,416","206,765","57,00159693","22,00095765","57","22"
"#E4BBAE","537.571","434.952","537,571","434,952","535,416","216,163","57,00159693","23,00095765","57","23"
"#E0B4A6","537.571","444.351","537,571","444,351","535,416","225,562","57,00159693","24,00106406","57","24"
"#E0AFA4","537.571","453.749","537,571","453,749","535,416","234,96","57,00159693","25,00106406","57","25"
"#E0B2A8","537.571","463.147","537,571","463,147","535,416","244,358","57,00159693","26,00106406","57","26"
"#DEAB9F","537.571","472.546","537,571","472,546","535,416","253,757","57,00159693","27,00117046","57","27"
"#DEA8A0","537.571","481.944","537,571","481,944","535,416","263,155","57,00159693","28,00117046","57","28"
"#D6A49C","537.571","491.343","537,571","491,343","535,416","272,554","57,00159693","29,00127687","57","29"
"#DBABA1","537.571","500.741","537,571","500,741","535,416","281,952","57,00159693","30,00127687","57","30"
"#DAAFA6","537.571","510.14","537,571","510,14","535,416","291,351","57,00159693","31,00138327","57","31"
"#D5A69D","537.571","519.538","537,571","519,538","535,416","300,749","57,00159693","32,00138327","57","32"
"#D3A99E","537.571","528.937","537,571","528,937","535,416","310,148","57,00159693","33,00148968","57","33"
"#D0A69C","537.571","538.335","537,571","538,335","535,416","319,546","57,00159693","34,00148968","57","34"
"#D0A69C","537.571","547.733","537,571","547,733","535,416","328,944","57,00159693","35,00148968","57","35"
"#8D665D","537.571","557.132","537,571","557,132","535,416","338,343","57,00159693","36,00159608","57","36"
"#7F554D","537.571","566.53","537,571","566,53","535,416","347,741","57,00159693","37,00159608","57","37"
"#603830","537.571","575.929","537,571","575,929","535,416","357,14","57,00159693","38,00170249","57","38"
"#AB877F","537.571","585.327","537,571","585,327","535,416","366,538","57,00159693","39,00170249","57","39"
"#47231A","537.571","594.726","537,571","594,726","535,416","375,937","57,00159693","40,0018089","57","40"
"#472B27","537.571","604.124","537,571","604,124","535,416","385,335","57,00159693","41,0018089","57","41"
"#4B2B23","537.571","613.522","537,571","613,522","535,416","394,733","57,00159693","42,0018089","57","42"
"#492B24","537.571","622.921","537,571","622,921","535,416","404,132","57,00159693","43,0019153","57","43"
"#492B24","537.571","632.319","537,571","632,319","535,416","413,53","57,00159693","44,0019153","57","44"
"#4C2E27","537.571","641.718","537,571","641,718","535,416","422,929","57,00159693","45,00202171","57","45"
"#472F2D","537.571","651.116","537,571","651,116","535,416","432,327","57,00159693","46,00202171","57","46"
"#52322F","537.571","660.515","537,571","660,515","535,416","441,726","57,00159693","47,00212811","57","47"
"#391D1E","537.571","669.913","537,571","669,913","535,416","451,124","57,00159693","48,00212811","57","48"
"#391D1E","537.571","679.312","537,571","679,312","535,416","460,523","57,00159693","49,00223452","57","49"
"#48282A","537.571","688.71","537,571","688,71","535,416","469,921","57,00159693","50,00223452","57","50"
"#4F3437","537.571","698.108","537,571","698,108","535,416","479,319","57,00159693","51,00223452","57","51"
"#432328","537.571","707.507","537,571","707,507","535,416","488,718","57,00159693","52,00234092","57","52"
"#44242A","537.571","716.905","537,571","716,905","535,416","498,116","57,00159693","53,00234092","57","53"
"#4A2D32","537.571","726.304","537,571","726,304","535,416","507,515","57,00159693","54,00244733","57","54"
"#412227","537.571","735.702","537,571","735,702","535,416","516,913","57,00159693","55,00244733","57","55"
"#52363B","537.571","745.101","537,571","745,101","535,416","526,312","57,00159693","56,00255373","57","56"
"#45252A","537.571","754.499","537,571","754,499","535,416","535,71","57,00159693","57,00255373","57","57"
"#492C2E","537.571","763.897","537,571","763,897","535,416","545,108","57,00159693","58,00255373","57","58"
"#563C3E","537.571","773.296","537,571","773,296","535,416","554,507","57,00159693","59,00266014","57","59"
"#563C3E","537.571","782.694","537,571","782,694","535,416","563,905","57,00159693","60,00266014","57","60"
"#61494E","537.571","792.093","537,571","792,093","535,416","573,304","57,00159693","61,00276655","57","61"
"#7C606A","537.571","801.491","537,571","801,491","535,416","582,702","57,00159693","62,00276655","57","62"
"#826771","537.571","810.89","537,571","810,89","535,416","592,101","57,00159693","63,00287295","57","63"
"#876763","546.966","228.187","546,966","228,187","544,811","9,398","58,00180986","1","58","1"
"#8B6B66","546.966","237.585","546,966","237,585","544,811","18,796","58,00180986","2","58","2"
"#95736D","546.966","246.984","546,966","246,984","544,811","28,195","58,00180986","3,000106406","58","3"
"#98766E","546.966","256.382","546,966","256,382","544,811","37,593","58,00180986","4,000106406","58","4"
"#A17F76","546.966","265.781","546,966","265,781","544,811","46,992","58,00180986","5,000212811","58","5"
"#AB8982","546.966","275.179","546,966","275,179","544,811","56,39","58,00180986","6,000212811","58","6"
"#B5938B","546.966","284.578","546,966","284,578","544,811","65,789","58,00180986","7,000319217","58","7"
"#C7A39A","546.966","293.976","546,966","293,976","544,811","75,187","58,00180986","8,000319217","58","8"
