"Ville","pop","cX","cY"
"2248221","185.5","3.1401733995","50.6606641586"
"2249461","10","2.9610661527","50.6606590293"
"2247609","143","3.2311332008","50.6606452664"
"2250163","6","2.8729183301","50.6606394112"
"2248822","227","3.0492118066","50.6606112784"
"2247814","202","3.1998745046","50.6606038145"
"2248415","166","3.1089130699","50.6605983972"
"2248016","27","3.1686155043","50.6605539692"
"2249695","26","2.9298048481","50.6605446727"
"2248615","98","3.0776548075","50.6605234678"
"2249034","245.5","3.0179508817","50.6605209375"
"2248220","174","3.1373554375","50.6604959145"
"2249460","18","2.9582487225","50.6604864046"
"2247608","119.5","3.2283149865","50.6604792014"
"2250162","9","2.8701011514","50.6604646082"
"2248821","252.5","3.0463940722","50.660440848"
"2247813","284.5","3.1970574121","50.6604367233"
"2248414","188","3.1060951947","50.6604293677"
"2249248","26","2.9866923397","50.6604210997"
"2248015","29","3.1657974649","50.6603863971"
"2249694","73.5","2.9269875552","50.6603712937"
"2248614","124","3.074837026","50.6603537167"
"2249033","7","3.0151333418","50.6603497034"
"2248219","77","3.1345374945","50.660327606"
"2250405","19","2.8388397743","50.6603253947"
"2247607","115","3.2254968201","50.6603131386"
"2250161","4","2.8672840747","50.6602897646"
"2248820","167","3.0435763913","50.6602703354"
"2247812","184","3.1942392848","50.6602698443"
"2248413","262","3.1032772964","50.6602602961"
"2249247","12","2.9838748628","50.6602490921"
"2248014","11","3.1629794443","50.6602187607"
"2248613","198.5","3.0720192795","50.6601838656"
"2249032","27","3.012315775","50.6601783992"
"2248218","47","3.1317196048","50.6601592153"
"2250404","08/05/17","2.8360227324","50.6601497704"
"2247606","83","3.2226786441","50.6601469899"
"2249459","3","2.9526139534","50.660140981"
"2250160","8","2.8644669829","50.6601148299"
"2247811","23","3.1914212138","50.6601028935"
"2248819","58","3.0407587996","50.6600997133"
"2248412","91","3.1004606644","50.6600907509"
"2249246","46","2.981057394","50.6600770411"
"2248013","1","3.1601614546","50.660051084"
"2249693","6","2.92135297","50.6600243247"
"2248612","255","3.0692015522","50.6600139504"
"2249031","106.5","3.0094982197","50.6600070349"
"2248217","38","3.1289016879","50.6599907545"
"2247605","326","3.2198604485","50.6599807397"
"2249458","4","2.9497966022","50.6599681134"
"2247810","77","3.1886031579","50.6599359378"
"2248818","222","3.0379411546","50.6599290076"
"2248411","86","3.0976440614","50.6599211457"
"2249245","172.5","2.978239956","50.659904905"
"2248012","4","3.1573434936","50.6598833472"
"2248611","172","3.0663838018","50.659843993"
"2249030","60","3.006680693","50.659835577"
"2247604","86.5","3.2170423422","50.6598144246"
"2249457","6","2.9469792612","50.6597952108"
"2247809","126.5","3.1857850871","50.659768866"
"2250159","16","2.8588328341","50.659764774"
"2248817","222","3.0351235355","50.6597582428"
"2248410","169","3.0948262579","50.6597518738"
"2249244","16","2.9754225142","50.6597327017"
"2248610","343","3.0635661122","50.6596739044"
"2249029","3","3.003863142","50.6596641022"
"2248216","42.5","3.1232659685","50.6596536249"
"2247603","133","3.2142242546","50.6596480453"
"2249456","37","2.9441619002","50.6596222432"
"2247808","72.5","3.1829670682","50.659601737"
"2250158","3","2.8560158359","50.6595896287"
"2248816","90","3.0323059527","50.6595874564"
"2248409","23","3.0920084452","50.659582516"
"2249927","13","2.8844595475","50.6595497548"
"2247409","8","3.242665058","50.6595196011"
"2248609","134","3.0607484753","50.6595038035"
"2248215","17","3.1204480868","50.6594849432"
"2247602","83","3.2114061153","50.6594816023"
"2247807","12","3.1801490726","50.6594345291"
"2248815","51","3.0294883892","50.6594166057"
"2248408","85","3.0891906799","50.6594131156"
"2248011","70","3.1488897335","50.659379607"
"2249926","14","2.8816424346","50.6593752456"
"2247408","201","3.2398468697","50.6593538436"
"2248608","239","3.0579308247","50.6593336312"
"2247601","4","3.2085880277","50.659315102"
"2247806","2","3.1773310696","50.6592672435"
"2248814","10","3.0266708278","50.6592456482"
"2248407","187","3.0863729713","50.6592436434"
"2248010","117","3.1460718595","50.6592115922"
"2247407","131","3.2370286881","50.6591879978"
"2248607","119","3.0551131504","50.659163372"
"2248813","148","3.0238532792","50.6590746212"
"2248406","95.5","3.0835552819","50.659074107"
"2248009","113","3.1432539827","50.6590434851"
"2249925","9","2.8760082753","50.6590259855"
"2247406","135","3.2342105888","50.6590221363"
"2248606","207","3.0522955376","50.6589930263"
"2248214","41","3.1119946636","50.6589785473"
"2249028","4","2.992595747","50.6589764408"
"2247805","40","3.1716950858","50.6589324976"
"2249455","62","2.9328928511","50.6589296779"
"2248405","287.5","3.0807375733","50.658904469"
"2248812","183","3.0210357848","50.6589035569"
"2248008","242","3.1404361017","50.6588753107"
"2249243","5","2.961335675","50.6588706448"
"2247405","73","3.2313924446","50.6588561621"
"2249924","32","2.8731912591","50.6588512762"
"2248605","140","3.0494779775","50.6588226684"
"2247600","267","3.2001349382","50.6588147753"
"2248213","158","3.1091769023","50.6588095947"
"2249027","3","2.98977832","50.6588045883"
"2247804","42","3.1688771394","50.6587650192"
"2249454","87.5","2.9300755495","50.6587563517"
"2248404","282","3.0779198885","50.6587347521"
"2248811","101","3.0182182695","50.6587323827"
"2248007","648","3.1376182398","50.6587070721"
"2249242","15","2.9585183889","50.6586980235"
"2247404","35","3.2285742928","50.6586901101"
"2249923","44","2.8703741572","50.658676476"
"2248604","237","3.0466603662","50.6586522466"
"2247599","281","3.1973179456","50.6586476896"
"2248212","157","3.1063591224","50.6586405854"
"2247803","4","3.1660591888","50.6585974736"
"2249453","84.5","2.9272583498","50.6585829848"
"2248403","593","3.0751022235","50.6585650158"
"2248810","22","3.0154008018","50.6585611659"
"2248006","6","3.1348004311","50.6585387512"
"2250157","15","2.8391139429","50.6585373624"
"2249241","22/05/17","2.9557010668","50.6585253612"
"2249922","3","2.8675571804","50.6585016382"
"2248603","174","3.0438427734","50.6584817158"
"2247598","297.5","3.1944999303","50.65848084"
"2248211","202","3.1035413663","50.6584714973"
"2247802","5","3.1632412683","50.6584298428"
"2248402","145","3.0722845723","50.6583951851"
"2248809","124","3.0125833535","50.658389885"
"2248005","4","3.1319825952","50.6583703602"
"2250156","51.5","2.8362970384","50.6583617364"
"2249240","59","2.9528838197","50.6583526113"
"2247597","121.5","3.1916819317","50.6583139064"
"2248602","134","3.0410252704","50.6583111203"
"2248210","210","3.100724856","50.6583019857"
"2249452","4","2.9216239974","50.6582360344"
"2248401","558","3.0694669403","50.65822529"
"2248808","300","3.0097659074","50.6582184971"
"2247403","87","3.2201200926","50.6581916574"
"2249239","66","2.9500665479","50.6581797996"
"2247596","107","3.1888639916","50.6581469207"
"2248601","291.5","3.0382077979","50.6581404396"
"2248209","123","3.0979083648","50.65813241"
"2249692","2","2.8903660452","50.6581103478"
"2247801","5","3.1576055928","50.6580944253"
"2248400","167","3.0666493321","50.6580553162"
"2248807","27","3.006948437","50.6580470922"
"2247402","63","3.2173020863","50.6580253478"
"2249238","19","2.9472493161","50.6580068735"
"2247595","66","3.1860460328","50.6579798783"
"2248600","150","3.0353902391","50.6579696682"
"2248208","155","3.0950906989","50.6579631362"
"2249026","4","2.9756915012","50.6579442858"
"2249691","1","2.8875490145","50.6579360009"
"2247800","29","3.154787762","50.6579266088"
"2248399","431.5","3.0638317754","50.6578852403"
"2248004","2","3.1235292938","50.6578648134"
"2247401","15","3.2144840988","50.657858974"
"2247594","56","3.1832280953","50.6578127373"
"2248599","57","3.0325727346","50.6577988594"
"2248207","230","3.0922730145","50.6577938057"
"2249690","4","2.8847319752","50.657761568"
"2247799","58.5","3.1519699283","50.6577587"
"2248398","257","3.0610142056","50.6577151379"
"2247400","29","3.2116660595","50.6576925365"
"2249237","2","2.9416149017","50.6576608578"
"2247593","23","3.1804102184","50.6576455524"
"2248598","10","3.0297553086","50.6576280069"
"2249921","3","2.8534723806","50.6576263428"
"2248206","309","3.0894553209","50.6576243892"
"2247798","85","3.1491520905","50.657590724"
"2249689","2","2.8819149555","50.6575870709"
"2247202","25/05/17","3.2401057684","50.6575647044"
"2248397","54","3.0581966127","50.6575449934"
"2249451","3","2.9103555231","50.6575412627"
"2248806","7","2.9984986924","50.6575314362"
"2247592","1","3.177592314","50.6574782975"
"2248597","4","3.0269378643","50.6574570976"
"2248205","613.5","3.0866376747","50.6574549301"
"2247797","214.5","3.1463342836","50.6574227076"
"2247201","5","3.2372876869","50.6573988641"
"2248396","237","3.0553790806","50.6573747176"
"2249450","25","2.9075384647","50.6573673868"
"2248805","3","2.995681376","50.6573597342"
"2247591","3","3.1747744674","50.6573109457"
"2248596","174.5","3.0241204104","50.6572860576"
"2248204","493","3.0838200734","50.6572853754"
"2249920","8","2.847838638","50.6572757115"
"2247796","335","3.1435164837","50.6572546031"
"2247200","109","3.2344696361","50.6572329835"
"2248395","182","3.0525616126","50.6572044086"
"2249449","5","2.9047213835","50.6571934687"
"2247590","5","3.1719566022","50.6571435371"
"2249236","22","2.9331634219","50.6571413671"
"2248203","711","3.0810025254","50.6571157385"
"2248595","165.5","3.0213030041","50.657114975"
"2247795","361","3.1406987258","50.6570864373"
"2249025","6","2.9616051847","50.6570822604"
"2247199","2","3.2316516324","50.6570670603"
"2249688","2","2.8734641078","50.6570631406"
"2247399","120","3.2003952826","50.6570257316"
"2248003","58","3.1094407164","50.6570208321"
"2249235","25","2.9303462696","50.656968063"
"2248202","565.5","3.0781849623","50.6569460553"
"2249919","4","2.8422049209","50.6569248664"
"2247794","350.5","3.1378809869","50.6569182072"
"2249024","1","2.9587880037","50.6569096636"
"2247198","6","3.2288336182","50.6569010063"
"2249687","19","2.8706471783","50.6568883656"
"2248394","116.5","3.0469266292","50.6568636163"
"2247398","135","3.197578423","50.6568586585"
"2248002","45","3.1066230741","50.6568518208"
"2247589","6","3.166320894","50.6568085452"
"2249234","25","2.9275291699","50.6567947019"
"2248201","515.5","3.0753673808","50.6567763153"
"2248594","4","3.0156682097","50.6567726163"
"2247793","9","3.1350632439","50.6567499099"
"2249918","3","2.8393881341","50.6567493029"
"2249023","73.5","2.9559708139","50.6567369807"
"2248393","238","3.0441091364","50.6566930911"
"2247397","99","3.1947605341","50.6566918278"
"2248001","75","3.1038054509","50.6566827454"
"2247588","6","3.1635030735","50.6566409199"
"2249233","6","2.9247120897","50.6566212765"
"2248200","880","3.0725498573","50.6566064785"
"2248593","198.5","3.0128508844","50.656601344"
"2247197","13","3.2231977136","50.6565688093"
"2249022","155.5","2.9531536225","50.656564239"
"2247396","220","3.1919426752","50.6565249119"
"2248392","337.5","3.0412917333","50.6565225013"
"2248000","134.5","3.1009890406","50.6565132394"
"2248804","3","2.9815948851","50.6565001756"
"2249448","3","2.8934551995","50.6564964359"
"2249232","8","2.9218950285","50.6564477421"
"2248199","457","3.0697323517","50.6564366025"
"2248592","261.5","3.0100335322","50.6564300015"
"2247196","112","3.2203797181","50.65640257"
"2249021","69.5","2.9503364947","50.6563914306"
"2247395","159","3.1891247955","50.6563579195"
"2248391","174","3.0384743495","50.6563518471"
"2247999","343.5","3.0981726494","50.6563436693"
"2248803","3","2.9787777174","50.6563280505"
"2249447","9","2.8906382489","50.656322159"
"2247587","4","3.1578676046","50.6563055072"
"2248198","410.5","3.0669148434","50.6562666343"
"2248591","39","3.0072162383","50.6562585621"
"2247792","10/05/17","3.126610233","50.6562445691"
"2247195","20","3.2175618119","50.656236266"
"2247394","28","3.1863069696","50.6561908897"
"2249686","2","2.8593796712","50.6561885568"
"2248390","426.5","3.0356569586","50.6561811154"
"2247998","140","3.0953550834","50.6561744011"
"2248802","30","2.9759604986","50.6561558615"
"2249446","8","2.8878213274","50.6561477887"
"2247586","33","3.1550498672","50.6561377025"
"2248197","427.5","3.064097361","50.6560965954"
"2247194","4","3.2147439244","50.6560698977"
"2247393","59","3.1834891553","50.6560237572"
"2248389","299","3.0328395356","50.6560102946"
"2247997","457","3.0925375366","50.6560050687"
"2249445","10","2.8850044162","50.6559733833"
"2247585","31","3.1522321224","50.6559698203"
"2246999","5","3.2431825477","50.6559412898"
"2249231","7","2.9134439629","50.6559267982"
"2248196","367.5","3.0612798634","50.6559265103"
"2247392","67","3.1806713223","50.6558565679"
"2248388","411.5","3.0300221601","50.6558394314"
"2247996","344","3.0897199713","50.6558356795"
"2247584","90","3.1494143846","50.6558018498"
"2248195","156","3.0584624239","50.6557563284"
"2249230","5","2.9106269801","50.6557530068"
"2248590","11","2.9987667822","50.6557429441"
"2247391","167","3.1778535456","50.6556893068"
"2248387","210","3.0272048646","50.6556684994"
"2247995","362.5","3.0869024297","50.6556662114"
"2249685","5","2.8509292301","50.6556629811"
"2247583","301","3.1465966888","50.6556338181"
"2248194","130.5","3.0556450247","50.6555860654"
"2248589","15","2.9959495427","50.6555712449"
"2249020","7","2.9362509912","50.6555262949"
"2247390","50","3.1750357945","50.6555219751"
"2248386","33","3.0243875508","50.6554975106"
"2247994","293","3.0840849066","50.6554966343"
"2249684","16","2.8481124678","50.6554876517"
"2247582","445","3.143779012","50.655465722"
"2246998","9","3.2347287053","50.6554438713"
"2248193","300.5","3.0528276454","50.655415783"
"2249229","8","2.9049930356","50.6554052389"
"2248588","2","2.9931323034","50.6553995065"
"2247389","41","3.1722180279","50.6553545972"
"2249019","32","2.9334339898","50.6553530605"
"2247993","318.5","3.0812673979","50.6553270075"
"2248385","201","3.021570193","50.655326409"
"2249683","3","2.8452956877","50.6553122655"
"2247581","71","3.1409613311","50.6552975588"
"2246997","14","3.2319108062","50.6552779389"
"2248192","60.5","3.0500102523","50.6552454292"
"2248587","4","2.9903151138","50.6552276579"
"2247992","379.5","3.0784499467","50.6551573538"
"2248384","115","3.0187529177","50.6551552917"
"2249682","48","2.8424789927","50.655136796"
"2247580","105","3.138143714","50.6551293623"
"2246996","4","3.229092925","50.6551118975"
"2248191","291","3.0471928356","50.6550749885"
"2247193","67","3.1978389127","50.6550696211"
"2249018","2","2.9277999705","50.6550064139"
"2247991","264","3.0756325139","50.654987591"
"2248383","183.5","3.0159356618","50.6549841103"
"2247579","16","3.1353261086","50.6549610631"
"2248801","106","2.9562404994","50.6549486173"
"2248190","135.5","3.0443754803","50.6549044614"
"2247192","78.5","3.1950211304","50.6549027896"
"2247791","52","3.1040695167","50.6548939884"
"2247990","313","3.0728151003","50.654817764"
"2248382","94.5","3.0131183948","50.654812823"
"2248800","162.5","2.9534234125","50.6547758667"
"2249444","10","2.8652865051","50.6547504799"
"2247191","35","3.1922033557","50.6547359148"
"2247790","162","3.1012532063","50.6547244881"
"2247388","17","3.1609471583","50.654684308"
"2249017","1","2.9221660289","50.6546594656"
"2247989","367","3.0699977064","50.6546479175"
"2248381","102","3.0103011816","50.6546414536"
"2247578","24","3.1296909395","50.6546242374"
"2246995","16","3.220639325","50.6546134777"
"2248799","104.5","2.9506063781","50.6546030589"
"2247190","222.5","3.1893856157","50.6545689401"
"2248189","310","3.0387408934","50.6545632288"
"2247789","184.5","3.098436915","50.6545549236"
"2247387","65","3.158129535","50.6545165803"
"2247988","558.5","3.0671802935","50.6544779695"
"2248380","42","3.007483983","50.6544700345"
"2247577","82","3.1268734207","50.654455742"
"2248798","4","2.9477893697","50.654430192"
"2247189","164","3.1865678594","50.6544018744"
"2248188","330","3.0359236288","50.654392516"
"2247788","286","3.095619449","50.654385661"
"2248586","38.5","2.9762294095","50.654367443"
"2247386","48","3.1553119537","50.6543487913"
"2247987","650","3.0643629044","50.6543079426"
"2247576","4","3.1240558418","50.6542871694"
"2247188","78","3.1837501636","50.6542347649"
"2249443","4","2.8568363274","50.6542253305"
"2248187","415","3.0331063129","50.6542217395"
"2247787","417.5","3.0928020021","50.6542163341"
"2249228","14","2.8852768096","50.6541851718"
"2247385","1","3.1524943089","50.6541809145"
"2246782","14","3.2434412698","50.6541521344"
"2247986","249","3.0615455675","50.6541378586"
"2247187","118","3.1809324405","50.6540675854"
"2248186","556.5","3.0302890275","50.6540508778"
"2247786","292","3.0899845744","50.654046943"
"2247384","148","3.1496766942","50.6540129526"
"2249227","12","2.8824600179","50.654010708"
"2247985","108.5","3.058728249","50.6539676655"
"2249016","4","2.91089838","50.6539647533"
"2248797","3","2.9393383985","50.6539111345"
"2247186","60","3.1781147869","50.6539003327"
"2248185","134.5","3.0274717969","50.6538799245"
"2247785","499.5","3.0871671538","50.6538774638"
"2247383","211","3.1468590753","50.6538449235"
"2247984","28","3.0559109287","50.6537974249"
"2248379","8","2.9962176828","50.6537827995"
"2248796","49","2.9365214399","50.6537379776"
"2247185","65.5","3.1752970686","50.6537330175"
"2248184","70.5","3.0246546206","50.6537089339"
"2247784","439.5","3.0843497491","50.6537079098"
"2249442","2","2.8483862451","50.6536995796"
"2247382","116","3.1440415203","50.653676861"
"2247983","104","3.0530935887","50.6536271527"
"2248378","44","2.9934005738","50.6536110208"
"2247184","27","3.1724794528","50.6535656363"
"2248795","6","2.9337045384","50.6535647489"
"2247783","333","3.0815323339","50.653538295"
"2248183","108","3.021837426","50.6535378866"
"2247381","25","3.1412239888","50.6535087197"
"2249226","9","2.8740097534","50.6534868593"
"2247982","191.5","3.0502763021","50.6534567983"
"2247575","8","3.1099684291","50.6534432908"
"2248377","22","2.9905835171","50.6534391849"
"2247782","489","3.0787149826","50.6533686469"
"2248182","218","3.0190201874","50.6533667264"
"2249441","6","2.8427530139","50.6533487218"
"2246781","5","3.2293521757","50.6533227912"
"2247981","357","3.0474590275","50.6532863411"
"2246994","54","3.1980993766","50.6532806277"
"2249015","1","2.8996319576","50.6532686505"
"2247781","720","3.0758976498","50.6531988897"
"2248181","199","3.0162030314","50.6531955506"
"2248585","7","2.9565101425","50.6531602459"
"2246780","2","3.2265343811","50.6531567288"
"2249225","7","2.8683763444","50.6531372557"
"2247980","267.5","3.0446418052","50.6531158267"
"2246993","69","3.1952816712","50.6531137988"
"2247574","4","3.1043335635","50.6531052265"
"2249014","3","2.896816098","50.6530942496"
"2247780","464","3.0730803361","50.6530290683"
"2248180","146.5","3.0133859205","50.6530242791"
"2246779","6","3.2237166383","50.6529906091"
"2248584","42","2.953693172","50.6529875102"
"2247979","449.5","3.041824602","50.6529452481"
"2247183","40","3.161209038","50.6528954045"
"2248794","6","2.9224370099","50.652871184"
"2247779","758","3.0702630093","50.6528592204"
"2248179","238.5","3.0105688024","50.6528529299"
"2248583","34","2.9508762487","50.6528146873"
"2246992","34.5","3.1896463822","50.652779929"
"2247978","230","3.0390074181","50.6527746053"
"2247573","193.5","3.0987011729","50.6527661518"
"2247182","57","3.1583915147","50.6527276824"
"2247778","754.5","3.0674456963","50.652689278"
"2248178","149","3.0077516741","50.6526815199"
"2246991","153","3.1868287564","50.6526129102"
"2247977","224","3.0361902534","50.6526038983"
"2247572","353","3.0958837957","50.6525969158"
"2247777","17","3.0646284401","50.6525192638"
"2248177","148","3.0049346112","50.6525100516"
"2246990","155","3.1840111189","50.6524457858"
"2247976","255.5","3.0333730375","50.6524331274"
"2247571","317","3.0930664488","50.6524275946"
"2246564","43","3.2436999642","50.6523630032"
"2248176","30","3.0021182796","50.6523381697"
"2246778","8","3.2124458511","50.6523253086"
"2246989","5","3.1811935466","50.6522786029"
"2247975","414","3.0305558408","50.6522622922"
"2249224","4","2.8542931129","50.6522620469"
"2247570","642.5","3.0902491209","50.6522582091"
"2247181","61","3.1499389507","50.6522240684"
"2249013","4","2.8827324921","50.652222542"
"2247776","13","3.0589939965","50.6521790218"
"2248175","38","2.9993020993","50.652166325"
"2246777","9","3.2096282013","50.6521588228"
"2248582","15","2.9396087233","50.652122821"
"2247974","436.5","3.0277387451","50.6520913715"
"2247569","490.5","3.0874318116","50.6520887145"
"2247180","52.5","3.1471214437","50.6520560687"
"2249012","5","2.8799158082","50.6520479958"
"2247775","3","3.0561767372","50.6520088195"
"2248174","2","2.9964858342","50.651994303"
"2246988","5","3.1755584031","50.6519440679"
"2247973","84","3.0249216456","50.6519203836"
"2247568","336","3.0846145213","50.6519191557"
"2249011","58","2.8770991764","50.6518733592"
"2246987","31","3.1727408411","50.6517766864"
"2248581","4","2.9339750253","50.6517764543"
"2247567","443","3.0817972508","50.6517495774"
"2247972","44","3.0221045654","50.6517493315"
"2246563","1","3.2324290559","50.6516997034"
"2249010","12","2.8742825436","50.6516987085"
"2247774","22","3.0505423751","50.6516681401"
"2247380","43","3.1102321866","50.6516545131"
"2248580","2","2.9311582433","50.6516031671"
"2247566","524","3.0789799995","50.651579935"
"2247971","107","3.0192875013","50.6515782046"
"2246562","2","3.2296113914","50.6515336821"
"2249009","12","2.8714659512","50.6515239434"
"2247773","182","3.0477252334","50.6514976957"
"2247379","33","3.1074148772","50.6514855258"
"2248173","354.5","2.9880348563","50.6514788653"
"2248579","3","2.9283414431","50.6514298232"
"2247565","422.5","3.0761627785","50.6514102073"
"2247970","270","3.0164704149","50.6514069929"
"2249008","15","2.8686493342","50.6513491165"
"2247772","270.5","3.0449081228","50.6513272109"
"2246776","63","3.1955422355","50.6513247808"
"2246986","3","3.1642883766","50.6512741211"
"2247564","350.5","3.0733455417","50.6512403886"
"2247969","228.5","3.013653394","50.651235723"
"2247179","4","3.133034354","50.6512149991"
"2246561","8","3.223976108","50.6512015013"
"2246775","173","3.1927246721","50.6511578961"
"2247771","306","3.0420910084","50.6511566589"
"2246985","29","3.1614708639","50.6511064692"
"2247563","1133","3.0705283214","50.6510705399"
"2247968","174.5","3.0108363415","50.6510643975"
"2247178","23","3.1302170208","50.6510465644"
"2248376","9","2.9511461217","50.6510263387"
"2246774","102","3.1899070924","50.6509909203"
"2247770","345","3.0392739244","50.6509860217"
"2247378","206","3.0989653768","50.6509773483"
"2246984","14","3.1586534306","50.6509387484"
"2247562","601.5","3.067711113","50.6509005885"
"2247967","90","3.0080193922","50.6508930062"
"2247177","2","3.1273996723","50.6508780835"
"2248375","2","2.948329323","50.6508534874"
"2246773","131","3.1870896088","50.6508238849"
"2247769","501.5","3.0364568596","50.6508153203"
"2247377","241.5","3.0961481346","50.6508081447"
"2248172","6","2.9767671373","50.6507905733"
"2246380","15","3.2467763184","50.6507395113"
"2247966","183.5","3.0052023784","50.6507215522"
"2247176","45","3.1245823494","50.6507095321"
"2248374","33","2.9455125015","50.650680594"
"2246772","50","3.1842721018","50.6506568074"
"2247768","407.5","3.0336397436","50.6506445551"
"2247376","469.5","3.0933308764","50.65063885"
"2248171","13","2.973950285","50.6506183339"
"2247965","43","3.0023854348","50.6505500253"
"2247175","20","3.1217650125","50.6505409093"
"2248373","25","2.9426957412","50.6505075695"
"2247767","327","3.030822635","50.6504737017"
"2247375","345.5","3.0905136486","50.6504694701"
"2247964","19","2.9995696688","50.6503779524"
"2246560","5","3.2098881719","50.6503697873"
"2248372","3","2.9398790004","50.6503344807"
"2247766","45","3.0280056392","50.6503027866"
"2247374","516.5","3.0876964392","50.6502999811"
"2247963","9","2.9967539288","50.650205809"
"2247765","75.5","3.0251886515","50.6501318283"
"2247373","309.5","3.0848792488","50.6501304279"
"2249007","5","2.8489337408","50.6501234202"
"2246983","2","3.1445665127","50.6500990977"
"2248793","28","2.8773718214","50.6500852289"
"2247962","11","2.9939370037","50.6500340773"
"2247372","213","3.0820620783","50.6499608553"
"2247764","362.5","3.0223716943","50.6499607847"
"2248170","1","2.9626829754","50.6499287406"
"2246379","17","3.2326881741","50.649910567"
"2248792","120.5","2.874555286","50.6499105309"
"2247561","4","3.0508084738","50.649879508"
"2247174","33.5","3.1104959252","50.6498657304"
"2247961","47.5","2.9911201257","50.6498622696"
"2248371","12","2.931428853","50.6498148511"
"2247371","440.5","3.0792449269","50.6497912184"
"2247763","225","3.0195547215","50.6497896501"
"2248169","16","2.959866194","50.6497561666"
"2246378","88","3.2298705938","50.6497445869"
"2248791","86","2.8717387841","50.6497358008"
"2247560","19","3.0479914208","50.6497090901"
"2247173","125","3.1076787203","50.649696734"
"2247960","588","2.9883032882","50.6496903809"
"2246771","7","3.167367412","50.6496527507"
"2248370","9","2.9286121481","50.6496415275"
"2247370","508.5","3.0764277947","50.6496215174"
"2247762","116.5","3.0167378141","50.6496184572"
"2246982","45","3.1361145276","50.6495945064"
"2248168","10","2.957049392","50.6495834826"
"2246377","96","3.2270530322","50.6495785425"
"2248790","8","2.8689223112","50.6495609773"
"2247559","135","3.0451743871","50.649538608"
"2246559","95.5","3.1958027383","50.6495357351"
"2247172","215","3.10486153","50.649527688"
"2247959","24","2.9854864701","50.649518428"
"2246770","7","3.1645500812","50.6494852096"
"2247369","344.5","3.0736106809","50.6494517072"
"2247761","262","3.0139208423","50.6494472016"
"2246981","256.5","3.1332972898","50.6494261311"
"2246376","100","3.2242355262","50.6494123814"
"2248167","1","2.9542326726","50.6494107831"
"2246558","207","3.1929852637","50.6493688769"
"2247558","263","3.0423573956","50.6493680646"
"2247171","153","3.1020450982","50.6493582609"
"2247958","3","2.9826696384","50.6493464037"
"2246769","32","3.161732706","50.6493175557"
"2247368","129","3.0707935862","50.6492818327"
"2247760","138.5","3.0111039406","50.649275873"
"2246980","97","3.1304800289","50.6492577137"
"2246375","41","3.2214180086","50.6492462022"
"2248789","9","2.8632894246","50.6492111262"
"2246557","29","3.1901678612","50.6492019113"
"2247557","329.5","3.0395404116","50.6491974331"
"2247170","127","3.0992288574","50.6491888833"
"2246768","6","3.1589153233","50.6491498241"
"2247759","198.5","3.0082870121","50.6491044744"
"2248166","3","2.9485992719","50.6490651541"
"2247556","285","3.0367234138","50.6490267302"
"2247169","448","3.0964124315","50.6490193656"
"2247367","95","3.0651594432","50.6489419121"
"2247758","315","3.0054701444","50.648933032"
"2246979","16","3.1248455317","50.648920724"
"2248165","5","2.9457825596","50.6488922372"
"2246556","5","3.1845329822","50.6488678258"
"2247555","219","3.033906393","50.6488559852"
"2247168","304.5","3.0935952852","50.6488501004"
"2247957","46","2.9742192498","50.6488299299"
"2248369","16","2.9145290471","50.6487737757"
"2247366","713.5","3.0623424291","50.6487718479"
"2247757","165.5","3.0026532874","50.648761512"
"2246978","46.5","3.1220283324","50.6487520992"
"2247554","217","3.031089445","50.6486851329"
"2247167","340","3.0907781573","50.6486807261"
"2246767","72","3.1504634297","50.648646243"
"2247365","713","3.0595253881","50.6486017136"
"2248368","18","2.9117124637","50.6486000073"
"2247756","225.5","2.9998376515","50.6485894863"
"2246977","49","3.1192111521","50.6485834102"
"2248164","10","2.9401492489","50.6485461646"
"2247553","101","3.0282725261","50.6485142206"
"2247166","562.5","3.0879610597","50.6485112666"
"2248578","17","2.8804608996","50.6484716686"
"2247364","817","3.0567084005","50.648431497"
"2247755","81","2.9970220048","50.6484173548"
"2246976","24","3.1163939855","50.6484146268"
"2247552","97","3.0254556264","50.648343244"
"2247165","196.5","3.0851439462","50.6483417161"
"2247956","1","2.9657690026","50.6483128261"
"2246766","3","3.1448289757","50.6483102007"
"2248577","19","2.8776444562","50.6482970644"
"2246208","2","3.2357647239","50.6482873645"
"2248367","2","2.9060794262","50.6482522776"
"2246975","12","3.1135768057","50.6482458168"
"2247754","10","2.9942052284","50.6482456003"
"2246555","4","3.1732635794","50.6481987556"
"2247551","185.5","3.0226387692","50.6481722061"
"2247164","307","3.0823268868","50.6481721281"
"2247955","69","2.962952328","50.6481403355"
"2248576","93","2.8748280344","50.6481224043"
"2246207","28","3.2329472736","50.6481214256"
"2246974","75","3.1107596778","50.6480769497"
"2247753","27","2.9913884385","50.6480737744"
"2246554","2","3.1704463109","50.6480313485"
"2248163","13","2.9316994011","50.6480265522"
"2247163","416","3.0795098354","50.6480024969"
"2247550","301.5","3.0198219312","50.648001104"
"2246765","50","3.1391944565","50.6479739023"
"2247954","132","2.9601357071","50.6479677627"
"2246206","19","3.2301297888","50.6479554656"
"2248575","201","2.8720116515","50.647947655"
"2246973","90","3.107942573","50.6479079589"
"2247752","275.5","2.9885716632","50.6479018989"
"2248162","3","2.9288828383","50.6478532122"
