"fill","cx","cy","type","cxx","cyy","cxxx","cyyy","cxxxx","cyyyy","id_x","id_y"
"#FDFAFD","156.2","851.5","circle","156,2","851,5","20,02564103","109,1666667","21,02564103","110,1666667","21","110"
"#FDFAFD","156.2","859.4","circle","156,2","859,4","20,02564103","110,1794872","21,02564103","111,1794872","21","111"
"#FDFAFD","156.2","867.2","circle","156,2","867,2","20,02564103","111,1794872","21,02564103","112,1794872","21","112"
"#FCFCFE","156.2","875","circle","156,2","875","20,02564103","112,1794872","21,02564103","113,1794872","21","113"
"#FCFCFE","156.2","882.8","circle","156,2","882,8","20,02564103","113,1794872","21,02564103","114,1794872","21","114"
"#FCFCFE","156.2","890.6","circle","156,2","890,6","20,02564103","114,1794872","21,02564103","115,1794872","21","115"
"#FCFCFE","156.2","898.4","circle","156,2","898,4","20,02564103","115,1794872","21,02564103","116,1794872","21","116"
"#FCFCFE","156.2","906.2","circle","156,2","906,2","20,02564103","116,1794872","21,02564103","117,1794872","21","117"
"#FCFCFE","156.2","914","circle","156,2","914","20,02564103","117,1794872","21,02564103","118,1794872","21","118"
"#FCFAFB","156.2","921.9","circle","156,2","921,9","20,02564103","118,1923077","21,02564103","119,1923077","21","119"
"#F8F6FC","156.2","929.7","circle","156,2","929,7","20,02564103","119,1923077","21,02564103","120,1923077","21","120"
"#F4F1F6","156.2","937.5","circle","156,2","937,5","20,02564103","120,1923077","21,02564103","121,1923077","21","121"
"#F4F1F6","156.2","945.3","circle","156,2","945,3","20,02564103","121,1923077","21,02564103","122,1923077","21","122"
"#F4F1F6","156.2","953.1","circle","156,2","953,1","20,02564103","122,1923077","21,02564103","123,1923077","21","123"
"#F4F1F6","156.2","960.9","circle","156,2","960,9","20,02564103","123,1923077","21,02564103","124,1923077","21","124"
"#F5F4F7","156.2","968.7","circle","156,2","968,7","20,02564103","124,1923077","21,02564103","125,1923077","21","125"
"#F5F4F7","156.2","976.5","circle","156,2","976,5","20,02564103","125,1923077","21,02564103","126,1923077","21","126"
"#F5F4F7","156.2","984.4","circle","156,2","984,4","20,02564103","126,2051282","21,02564103","127,2051282","21","127"
"#F5F4F7","156.2","992.2","circle","156,2","992,2","20,02564103","127,2051282","21,02564103","128,2051282","21","128"
"#E6A89A","164","492.2","path","164","492,2","21,02564103","63,1025641","22,02564103","64,1025641","22","64"
"#FCFAF9","164","804.7","path","164","804,7","21,02564103","103,1666667","22,02564103","104,1666667","22","104"
"#FCFAFB","164","906.2","path","164","906,2","21,02564103","116,1794872","22,02564103","117,1794872","22","117"
"#AEAFB7","164.1","0","circle","164,1","0","21,03846154","0","22,03846154","1","22","1"
"#B1AFB6","164.1","7.8","circle","164,1","7,8","21,03846154","1","22,03846154","2","22","2"
"#B1AFB6","164.1","15.6","circle","164,1","15,6","21,03846154","2","22,03846154","3","22","3"
"#B1AFB6","164.1","23.4","circle","164,1","23,4","21,03846154","3","22,03846154","4","22","4"
"#B1AFB6","164.1","31.3","circle","164,1","31,3","21,03846154","4,012820513","22,03846154","5,012820513","22","5"
"#B1AFB6","164.1","39.1","circle","164,1","39,1","21,03846154","5,012820513","22,03846154","6,012820513","22","6"
"#BAB0AF","164.1","46.9","circle","164,1","46,9","21,03846154","6,012820513","22,03846154","7,012820513","22","7"
"#BAB0AF","164.1","54.7","circle","164,1","54,7","21,03846154","7,012820513","22,03846154","8,012820513","22","8"
"#BAB0AF","164.1","62.5","circle","164,1","62,5","21,03846154","8,012820513","22,03846154","9,012820513","22","9"
"#BAB0AF","164.1","70.3","circle","164,1","70,3","21,03846154","9,012820513","22,03846154","10,01282051","22","10"
"#BAB0AF","164.1","78.1","circle","164,1","78,1","21,03846154","10,01282051","22,03846154","11,01282051","22","11"
"#B0ACB2","164.1","85.9","circle","164,1","85,9","21,03846154","11,01282051","22,03846154","12,01282051","22","12"
"#B0ACB2","164.1","93.8","circle","164,1","93,8","21,03846154","12,02564103","22,03846154","13,02564103","22","13"
"#B0ACB2","164.1","101.6","circle","164,1","101,6","21,03846154","13,02564103","22,03846154","14,02564103","22","14"
"#2D2122","164.1","109.4","circle","164,1","109,4","21,03846154","14,02564103","22,03846154","15,02564103","22","15"
"#50444B","164.1","117.2","circle","164,1","117,2","21,03846154","15,02564103","22,03846154","16,02564103","22","16"
"#DDCFCD","164.1","125","circle","164,1","125","21,03846154","16,02564103","22,03846154","17,02564103","22","17"
"#F2E6DD","164.1","132.8","circle","164,1","132,8","21,03846154","17,02564103","22,03846154","18,02564103","22","18"
"#F5EAE0","164.1","140.6","circle","164,1","140,6","21,03846154","18,02564103","22,03846154","19,02564103","22","19"
"#F5EAE0","164.1","148.4","circle","164,1","148,4","21,03846154","19,02564103","22,03846154","20,02564103","22","20"
"#F8EEE4","164.1","156.3","circle","164,1","156,3","21,03846154","20,03846154","22,03846154","21,03846154","22","21"
"#FBF1E7","164.1","164.1","circle","164,1","164,1","21,03846154","21,03846154","22,03846154","22,03846154","22","22"
"#FBF1E7","164.1","171.9","circle","164,1","171,9","21,03846154","22,03846154","22,03846154","23,03846154","22","23"
"#FBF1E7","164.1","179.7","circle","164,1","179,7","21,03846154","23,03846154","22,03846154","24,03846154","22","24"
"#FCF2EC","164.1","187.5","circle","164,1","187,5","21,03846154","24,03846154","22,03846154","25,03846154","22","25"
"#FBF1E7","164.1","195.3","circle","164,1","195,3","21,03846154","25,03846154","22,03846154","26,03846154","22","26"
"#FBF1E7","164.1","203.1","circle","164,1","203,1","21,03846154","26,03846154","22,03846154","27,03846154","22","27"
"#FDF0DF","164.1","210.9","circle","164,1","210,9","21,03846154","27,03846154","22,03846154","28,03846154","22","28"
"#F8E2D4","164.1","218.8","circle","164,1","218,8","21,03846154","28,05128205","22,03846154","29,05128205","22","29"
"#EBC499","164.1","226.6","circle","164,1","226,6","21,03846154","29,05128205","22,03846154","30,05128205","22","30"
"#F4CCA6","164.1","234.4","circle","164,1","234,4","21,03846154","30,05128205","22,03846154","31,05128205","22","31"
"#FDECDD","164.1","242.2","circle","164,1","242,2","21,03846154","31,05128205","22,03846154","32,05128205","22","32"
"#FDEFE0","164.1","250","circle","164,1","250","21,03846154","32,05128205","22,03846154","33,05128205","22","33"
"#FDEFE0","164.1","257.8","circle","164,1","257,8","21,03846154","33,05128205","22,03846154","34,05128205","22","34"
"#FDEFE0","164.1","265.6","circle","164,1","265,6","21,03846154","34,05128205","22,03846154","35,05128205","22","35"
"#FDEFE0","164.1","273.4","circle","164,1","273,4","21,03846154","35,05128205","22,03846154","36,05128205","22","36"
"#FDEFE0","164.1","281.2","circle","164,1","281,2","21,03846154","36,05128205","22,03846154","37,05128205","22","37"
"#FDEFE0","164.1","289.1","circle","164,1","289,1","21,03846154","37,06410256","22,03846154","38,06410256","22","38"
"#FDEFE0","164.1","296.9","circle","164,1","296,9","21,03846154","38,06410256","22,03846154","39,06410256","22","39"
"#FDEFE0","164.1","304.7","circle","164,1","304,7","21,03846154","39,06410256","22,03846154","40,06410256","22","40"
"#FDEFE0","164.1","312.5","circle","164,1","312,5","21,03846154","40,06410256","22,03846154","41,06410256","22","41"
"#FDEFE0","164.1","320.3","circle","164,1","320,3","21,03846154","41,06410256","22,03846154","42,06410256","22","42"
"#FDE6D7","164.1","328.1","circle","164,1","328,1","21,03846154","42,06410256","22,03846154","43,06410256","22","43"
"#F9DDCE","164.1","335.9","circle","164,1","335,9","21,03846154","43,06410256","22,03846154","44,06410256","22","44"
"#DDB9A8","164.1","343.7","circle","164,1","343,7","21,03846154","44,06410256","22,03846154","45,06410256","22","45"
"#946256","164.1","351.6","circle","164,1","351,6","21,03846154","45,07692308","22,03846154","46,07692308","22","46"
"#A07065","164.1","359.4","circle","164,1","359,4","21,03846154","46,07692308","22,03846154","47,07692308","22","47"
"#A4766B","164.1","367.2","circle","164,1","367,2","21,03846154","47,07692308","22,03846154","48,07692308","22","48"
"#976B62","164.1","375","circle","164,1","375","21,03846154","48,07692308","22,03846154","49,07692308","22","49"
"#663C36","164.1","382.8","circle","164,1","382,8","21,03846154","49,07692308","22,03846154","50,07692308","22","50"
"#764940","164.1","390.6","circle","164,1","390,6","21,03846154","50,07692308","22,03846154","51,07692308","22","51"
"#9C746A","164.1","398.4","circle","164,1","398,4","21,03846154","51,07692308","22,03846154","52,07692308","22","52"
"#2D1A1C","164.1","406.2","circle","164,1","406,2","21,03846154","52,07692308","22,03846154","53,07692308","22","53"
"#342227","164.1","414.1","circle","164,1","414,1","21,03846154","53,08974359","22,03846154","54,08974359","22","54"
"#342227","164.1","421.9","circle","164,1","421,9","21,03846154","54,08974359","22,03846154","55,08974359","22","55"
"#8F635D","164.1","429.7","circle","164,1","429,7","21,03846154","55,08974359","22,03846154","56,08974359","22","56"
"#B67F77","164.1","437.5","circle","164,1","437,5","21,03846154","56,08974359","22,03846154","57,08974359","22","57"
"#B67F77","164.1","445.3","circle","164,1","445,3","21,03846154","57,08974359","22,03846154","58,08974359","22","58"
"#D29589","164.1","453.1","circle","164,1","453,1","21,03846154","58,08974359","22,03846154","59,08974359","22","59"
"#E2A294","164.1","460.9","circle","164,1","460,9","21,03846154","59,08974359","22,03846154","60,08974359","22","60"
"#E6A89A","164.1","468.7","circle","164,1","468,7","21,03846154","60,08974359","22,03846154","61,08974359","22","61"
"#E3AAA0","164.1","476.6","circle","164,1","476,6","21,03846154","61,1025641","22,03846154","62,1025641","22","62"
"#E3AAA0","164.1","484.4","circle","164,1","484,4","21,03846154","62,1025641","22,03846154","63,1025641","22","63"
"#E3AAA0","164.1","492.2","path","164,1","492,2","21,03846154","63,1025641","22,03846154","64,1025641","22","64"
"#E3AAA0","164.1","500","circle","164,1","500","21,03846154","64,1025641","22,03846154","65,1025641","22","65"
"#E3AAA0","164.1","507.8","circle","164,1","507,8","21,03846154","65,1025641","22,03846154","66,1025641","22","66"
"#D79E93","164.1","515.6","circle","164,1","515,6","21,03846154","66,1025641","22,03846154","67,1025641","22","67"
"#D79E93","164.1","523.4","circle","164,1","523,4","21,03846154","67,1025641","22,03846154","68,1025641","22","68"
"#CE9386","164.1","531.2","circle","164,1","531,2","21,03846154","68,1025641","22,03846154","69,1025641","22","69"
"#CE9386","164.1","539.1","circle","164,1","539,1","21,03846154","69,11538462","22,03846154","70,11538462","22","70"
"#C88B7E","164.1","546.9","circle","164,1","546,9","21,03846154","70,11538462","22,03846154","71,11538462","22","71"
"#C88B7E","164.1","554.7","circle","164,1","554,7","21,03846154","71,11538462","22,03846154","72,11538462","22","72"
"#C79180","164.1","562.5","path","164,1","562,5","21,03846154","72,11538462","22,03846154","73,11538462","22","73"
"#C88B7E","164.1","562.5","path","164,1","562,5","21,03846154","72,11538462","22,03846154","73,11538462","22","73"
"#C88B7E","164.1","570.3","circle","164,1","570,3","21,03846154","73,11538462","22,03846154","74,11538462","22","74"
"#BB8575","164.1","578.1","circle","164,1","578,1","21,03846154","74,11538462","22,03846154","75,11538462","22","75"
"#D9C1C2","164.1","585.9","circle","164,1","585,9","21,03846154","75,11538462","22,03846154","76,11538462","22","76"
"#D9C1C2","164.1","593.7","circle","164,1","593,7","21,03846154","76,11538462","22,03846154","77,11538462","22","77"
"#E0D1CF","164.1","601.6","circle","164,1","601,6","21,03846154","77,12820513","22,03846154","78,12820513","22","78"
"#E0D1CF","164.1","609.4","circle","164,1","609,4","21,03846154","78,12820513","22,03846154","79,12820513","22","79"
"#E0D1CF","164.1","617.2","circle","164,1","617,2","21,03846154","79,12820513","22,03846154","80,12820513","22","80"
"#E0D1CF","164.1","625","circle","164,1","625","21,03846154","80,12820513","22,03846154","81,12820513","22","81"
"#E6D8D8","164.1","632.8","circle","164,1","632,8","21,03846154","81,12820513","22,03846154","82,12820513","22","82"
"#F2EBEA","164.1","640.6","circle","164,1","640,6","21,03846154","82,12820513","22,03846154","83,12820513","22","83"
"#F4F2F1","164.1","648.4","circle","164,1","648,4","21,03846154","83,12820513","22,03846154","84,12820513","22","84"
"#F4F2F1","164.1","656.2","circle","164,1","656,2","21,03846154","84,12820513","22,03846154","85,12820513","22","85"
"#FAF7F6","164.1","664","circle","164,1","664","21,03846154","85,12820513","22,03846154","86,12820513","22","86"
"#FAF7F6","164.1","671.9","circle","164,1","671,9","21,03846154","86,14102564","22,03846154","87,14102564","22","87"
"#F4F2F1","164.1","679.7","circle","164,1","679,7","21,03846154","87,14102564","22,03846154","88,14102564","22","88"
"#FAF7F6","164.1","687.5","circle","164,1","687,5","21,03846154","88,14102564","22,03846154","89,14102564","22","89"
"#FCFAF9","164.1","695.3","circle","164,1","695,3","21,03846154","89,14102564","22,03846154","90,14102564","22","90"
"#FCFAF9","164.1","703.1","circle","164,1","703,1","21,03846154","90,14102564","22,03846154","91,14102564","22","91"
"#FCFAF9","164.1","710.9","circle","164,1","710,9","21,03846154","91,14102564","22,03846154","92,14102564","22","92"
"#FEFBFC","164.1","718.7","circle","164,1","718,7","21,03846154","92,14102564","22,03846154","93,14102564","22","93"
"#FEFBFC","164.1","726.5","circle","164,1","726,5","21,03846154","93,14102564","22,03846154","94,14102564","22","94"
"#FEFBFC","164.1","734.4","circle","164,1","734,4","21,03846154","94,15384615","22,03846154","95,15384615","22","95"
"#FEFBFC","164.1","742.2","circle","164,1","742,2","21,03846154","95,15384615","22,03846154","96,15384615","22","96"
"#FEFBFC","164.1","750","circle","164,1","750","21,03846154","96,15384615","22,03846154","97,15384615","22","97"
"#FCFAF9","164.1","757.8","circle","164,1","757,8","21,03846154","97,15384615","22,03846154","98,15384615","22","98"
"#FCFAF9","164.1","765.6","circle","164,1","765,6","21,03846154","98,15384615","22,03846154","99,15384615","22","99"
"#FCFAF9","164.1","773.4","circle","164,1","773,4","21,03846154","99,15384615","22,03846154","100,1538462","22","100"
"#FCFAF9","164.1","781.2","circle","164,1","781,2","21,03846154","100,1538462","22,03846154","101,1538462","22","101"
"#FCFAF9","164.1","789","circle","164,1","789","21,03846154","101,1538462","22,03846154","102,1538462","22","102"
"#FCFCFC","164.1","796.9","circle","164,1","796,9","21,03846154","102,1666667","22,03846154","103,1666667","22","103"
"#FCFCFC","164.1","804.7","path","164,1","804,7","21,03846154","103,1666667","22,03846154","104,1666667","22","104"
"#FCFAFB","164.1","812.5","circle","164,1","812,5","21,03846154","104,1666667","22,03846154","105,1666667","22","105"
"#FCFCFC","164.1","820.3","circle","164,1","820,3","21,03846154","105,1666667","22,03846154","106,1666667","22","106"
"#FCFAFB","164.1","828.1","circle","164,1","828,1","21,03846154","106,1666667","22,03846154","107,1666667","22","107"
"#FCFAFB","164.1","835.9","circle","164,1","835,9","21,03846154","107,1666667","22,03846154","108,1666667","22","108"
"#FCFAFB","164.1","843.7","circle","164,1","843,7","21,03846154","108,1666667","22,03846154","109,1666667","22","109"
"#FCFAFB","164.1","851.5","circle","164,1","851,5","21,03846154","109,1666667","22,03846154","110,1666667","22","110"
"#FDFAFD","164.1","859.4","circle","164,1","859,4","21,03846154","110,1794872","22,03846154","111,1794872","22","111"
"#FDFAFD","164.1","867.2","circle","164,1","867,2","21,03846154","111,1794872","22,03846154","112,1794872","22","112"
"#FCFCFE","164.1","875","circle","164,1","875","21,03846154","112,1794872","22,03846154","113,1794872","22","113"
"#FCFCFE","164.1","882.8","circle","164,1","882,8","21,03846154","113,1794872","22,03846154","114,1794872","22","114"
"#FCFCFE","164.1","890.6","circle","164,1","890,6","21,03846154","114,1794872","22,03846154","115,1794872","22","115"
"#FCFCFE","164.1","898.4","circle","164,1","898,4","21,03846154","115,1794872","22,03846154","116,1794872","22","116"
"#FCFCFE","164.1","906.2","path","164,1","906,2","21,03846154","116,1794872","22,03846154","117,1794872","22","117"
"#FCFAFB","164.1","914","circle","164,1","914","21,03846154","117,1794872","22,03846154","118,1794872","22","118"
"#FCFAFB","164.1","921.9","circle","164,1","921,9","21,03846154","118,1923077","22,03846154","119,1923077","22","119"
"#F8F6FC","164.1","929.6","path","164,1","929,6","21,03846154","119,1794872","22,03846154","120,1794872","22","120"
"#F8F6FC","164.1","929.7","path","164,1","929,7","21,03846154","119,1923077","22,03846154","120,1923077","22","120"
"#F4F1F6","164.1","937.5","circle","164,1","937,5","21,03846154","120,1923077","22,03846154","121,1923077","22","121"
"#F4F1F6","164.1","945.3","circle","164,1","945,3","21,03846154","121,1923077","22,03846154","122,1923077","22","122"
"#F4F1F6","164.1","953.1","circle","164,1","953,1","21,03846154","122,1923077","22,03846154","123,1923077","22","123"
"#F4F1F6","164.1","960.9","circle","164,1","960,9","21,03846154","123,1923077","22,03846154","124,1923077","22","124"
"#F4F1F6","164.1","968.7","circle","164,1","968,7","21,03846154","124,1923077","22,03846154","125,1923077","22","125"
"#F5F4F7","164.1","976.5","circle","164,1","976,5","21,03846154","125,1923077","22,03846154","126,1923077","22","126"
"#F3EEF3","164.1","984.4","circle","164,1","984,4","21,03846154","126,2051282","22,03846154","127,2051282","22","127"
"#F3EEF3","164.1","992.2","circle","164,1","992,2","21,03846154","127,2051282","22,03846154","128,2051282","22","128"
"#B1AFB6","171.9","0","circle","171,9","0","22,03846154","0","23,03846154","1","23","1"
"#B1AFB6","171.9","7.8","circle","171,9","7,8","22,03846154","1","23,03846154","2","23","2"
"#B2B1B8","171.9","15.6","circle","171,9","15,6","22,03846154","2","23,03846154","3","23","3"
"#B9AFAF","171.9","23.4","circle","171,9","23,4","22,03846154","3","23,03846154","4","23","4"
"#E0CEC7","171.9","31.3","circle","171,9","31,3","22,03846154","4,012820513","23,03846154","5,012820513","23","5"
"#EFD7C9","171.9","39.1","circle","171,9","39,1","22,03846154","5,012820513","23,03846154","6,012820513","23","6"
"#ECCABB","171.9","46.9","circle","171,9","46,9","22,03846154","6,012820513","23,03846154","7,012820513","23","7"
"#ECCABB","171.9","54.7","circle","171,9","54,7","22,03846154","7,012820513","23,03846154","8,012820513","23","8"
"#ECCABB","171.9","62.5","circle","171,9","62,5","22,03846154","8,012820513","23,03846154","9,012820513","23","9"
"#ECCABB","171.9","70.3","circle","171,9","70,3","22,03846154","9,012820513","23,03846154","10,01282051","23","10"
"#F9DDCE","171.9","78.1","circle","171,9","78,1","22,03846154","10,01282051","23,03846154","11,01282051","23","11"
"#DDBFB1","171.9","85.9","circle","171,9","85,9","22,03846154","11,01282051","23,03846154","12,01282051","23","12"
"#DDBFB1","171.9","93.8","circle","171,9","93,8","22,03846154","12,02564103","23,03846154","13,02564103","23","13"
"#C2AEAA","171.9","101.6","circle","171,9","101,6","22,03846154","13,02564103","23,03846154","14,02564103","23","14"
"#312830","171.9","109.4","circle","171,9","109,4","22,03846154","14,02564103","23,03846154","15,02564103","23","15"
"#403239","171.9","117.2","circle","171,9","117,2","22,03846154","15,02564103","23,03846154","16,02564103","23","16"
"#ECE1D7","171.9","125","circle","171,9","125","22,03846154","16,02564103","23,03846154","17,02564103","23","17"
"#F2E6DD","171.9","132.8","circle","171,9","132,8","22,03846154","17,02564103","23,03846154","18,02564103","23","18"
"#F2E6DD","171.9","140.6","circle","171,9","140,6","22,03846154","18,02564103","23,03846154","19,02564103","23","19"
"#F2E6DD","171.9","148.4","circle","171,9","148,4","22,03846154","19,02564103","23,03846154","20,02564103","23","20"
"#DDDAD1","171.9","156.3","circle","171,9","156,3","22,03846154","20,03846154","23,03846154","21,03846154","23","21"
"#DDDAD1","171.9","164.1","circle","171,9","164,1","22,03846154","21,03846154","23,03846154","22,03846154","23","22"
"#DDDAD1","171.9","171.9","circle","171,9","171,9","22,03846154","22,03846154","23,03846154","23,03846154","23","23"
"#F5EAE0","171.9","179.7","circle","171,9","179,7","22,03846154","23,03846154","23,03846154","24,03846154","23","24"
"#FBF1E7","171.9","187.5","circle","171,9","187,5","22,03846154","24,03846154","23,03846154","25,03846154","23","25"
"#FBF1E7","171.9","195.3","circle","171,9","195,3","22,03846154","25,03846154","23,03846154","26,03846154","23","26"
"#FAF0E1","171.9","203.1","circle","171,9","203,1","22,03846154","26,03846154","23,03846154","27,03846154","23","27"
"#FDEBD3","171.9","210.9","circle","171,9","210,9","22,03846154","27,03846154","23,03846154","28,03846154","23","28"
"#FADF8C","171.9","218.8","circle","171,9","218,8","22,03846154","28,05128205","23,03846154","29,05128205","23","29"
"#F9DB68","171.9","226.6","circle","171,9","226,6","22,03846154","29,05128205","23,03846154","30,05128205","23","30"
"#F4CCA6","171.9","234.4","circle","171,9","234,4","22,03846154","30,05128205","23,03846154","31,05128205","23","31"
"#FDECDD","171.9","242.2","circle","171,9","242,2","22,03846154","31,05128205","23,03846154","32,05128205","23","32"
"#FDEFE0","171.9","250","circle","171,9","250","22,03846154","32,05128205","23,03846154","33,05128205","23","33"
"#FDEFE0","171.9","257.8","circle","171,9","257,8","22,03846154","33,05128205","23,03846154","34,05128205","23","34"
"#FDEFE0","171.9","265.6","circle","171,9","265,6","22,03846154","34,05128205","23,03846154","35,05128205","23","35"
"#FDEFE0","171.9","273.4","circle","171,9","273,4","22,03846154","35,05128205","23,03846154","36,05128205","23","36"
"#FDEFE0","171.9","281.2","circle","171,9","281,2","22,03846154","36,05128205","23,03846154","37,05128205","23","37"
"#FDEFE0","171.9","289.1","circle","171,9","289,1","22,03846154","37,06410256","23,03846154","38,06410256","23","38"
"#FDEFE0","171.9","296.9","circle","171,9","296,9","22,03846154","38,06410256","23,03846154","39,06410256","23","39"
"#FDEFE0","171.9","304.7","circle","171,9","304,7","22,03846154","39,06410256","23,03846154","40,06410256","23","40"
"#FDEFE0","171.9","312.5","circle","171,9","312,5","22,03846154","40,06410256","23,03846154","41,06410256","23","41"
"#F9EBDB","171.9","320.3","circle","171,9","320,3","22,03846154","41,06410256","23,03846154","42,06410256","23","42"
"#FDEFE0","171.9","328.1","circle","171,9","328,1","22,03846154","42,06410256","23,03846154","43,06410256","23","43"
"#F9DDCE","171.9","335.9","circle","171,9","335,9","22,03846154","43,06410256","23,03846154","44,06410256","23","44"
"#E5B9AD","171.9","343.7","circle","171,9","343,7","22,03846154","44,06410256","23,03846154","45,06410256","23","45"
"#946256","171.9","351.6","circle","171,9","351,6","22,03846154","45,07692308","23,03846154","46,07692308","23","46"
"#AC7C72","171.9","359.4","circle","171,9","359,4","22,03846154","46,07692308","23,03846154","47,07692308","23","47"
"#A4766B","171.9","367.2","circle","171,9","367,2","22,03846154","47,07692308","23,03846154","48,07692308","23","48"
"#A17269","171.9","375","circle","171,9","375","22,03846154","48,07692308","23,03846154","49,07692308","23","49"
"#7E5046","171.9","382.8","circle","171,9","382,8","22,03846154","49,07692308","23,03846154","50,07692308","23","50"
"#663C36","171.9","390.6","circle","171,9","390,6","22,03846154","50,07692308","23,03846154","51,07692308","23","51"
"#916157","171.9","398.4","circle","171,9","398,4","22,03846154","51,07692308","23,03846154","52,07692308","23","52"
"#241A23","171.9","406.2","circle","171,9","406,2","22,03846154","52,07692308","23,03846154","53,07692308","23","53"
"#17121A","171.9","414.1","circle","171,9","414,1","22,03846154","53,08974359","23,03846154","54,08974359","23","54"
"#342227","171.9","421.9","circle","171,9","421,9","22,03846154","54,08974359","23,03846154","55,08974359","23","55"
"#8F635D","171.9","429.7","circle","171,9","429,7","22,03846154","55,08974359","23,03846154","56,08974359","23","56"
"#B67F77","171.9","437.5","circle","171,9","437,5","22,03846154","56,08974359","23,03846154","57,08974359","23","57"
"#C48A80","171.9","445.3","circle","171,9","445,3","22,03846154","57,08974359","23,03846154","58,08974359","23","58"
"#D39A8E","171.9","453.1","circle","171,9","453,1","22,03846154","58,08974359","23,03846154","59,08974359","23","59"
"#DCA397","171.9","460.9","circle","171,9","460,9","22,03846154","59,08974359","23,03846154","60,08974359","23","60"
"#E3AAA0","171.9","468.7","circle","171,9","468,7","22,03846154","60,08974359","23,03846154","61,08974359","23","61"
"#E3AAA0","171.9","476.6","circle","171,9","476,6","22,03846154","61,1025641","23,03846154","62,1025641","23","62"
"#E3AAA0","171.9","484.4","circle","171,9","484,4","22,03846154","62,1025641","23,03846154","63,1025641","23","63"
"#E3AAA0","171.9","492.2","circle","171,9","492,2","22,03846154","63,1025641","23,03846154","64,1025641","23","64"
"#E3AAA0","171.9","500","circle","171,9","500","22,03846154","64,1025641","23,03846154","65,1025641","23","65"
"#DEA79D","171.9","507.8","circle","171,9","507,8","22,03846154","65,1025641","23,03846154","66,1025641","23","66"
"#D79E93","171.9","515.6","circle","171,9","515,6","22,03846154","66,1025641","23,03846154","67,1025641","23","67"
"#CE9386","171.9","523.4","circle","171,9","523,4","22,03846154","67,1025641","23,03846154","68,1025641","23","68"
"#C88B7E","171.9","531.2","circle","171,9","531,2","22,03846154","68,1025641","23,03846154","69,1025641","23","69"
"#B07D72","171.9","539.1","circle","171,9","539,1","22,03846154","69,11538462","23,03846154","70,11538462","23","70"
"#C08A7E","171.9","546.9","circle","171,9","546,9","22,03846154","70,11538462","23,03846154","71,11538462","23","71"
"#C08A7E","171.9","554.7","circle","171,9","554,7","22,03846154","71,11538462","23,03846154","72,11538462","23","72"
"#C79180","171.9","562.5","circle","171,9","562,5","22,03846154","72,11538462","23,03846154","73,11538462","23","73"
"#C79180","171.9","570.3","circle","171,9","570,3","22,03846154","73,11538462","23,03846154","74,11538462","23","74"
"#B48070","171.9","578.1","circle","171,9","578,1","22,03846154","74,11538462","23,03846154","75,11538462","23","75"
"#C59283","171.9","585.9","circle","171,9","585,9","22,03846154","75,11538462","23,03846154","76,11538462","23","76"
"#D6B8B0","171.9","593.7","circle","171,9","593,7","22,03846154","76,11538462","23,03846154","77,11538462","23","77"
"#ECD4CE","171.9","601.6","circle","171,9","601,6","22,03846154","77,12820513","23,03846154","78,12820513","23","78"
"#E1CAC7","171.9","609.4","circle","171,9","609,4","22,03846154","78,12820513","23,03846154","79,12820513","23","79"
"#F4E7E6","171.9","617.2","circle","171,9","617,2","22,03846154","79,12820513","23,03846154","80,12820513","23","80"
"#F4E7E6","171.9","625","circle","171,9","625","22,03846154","80,12820513","23,03846154","81,12820513","23","81"
"#E1D6D4","171.9","632.8","circle","171,9","632,8","22,03846154","81,12820513","23,03846154","82,12820513","23","82"
"#EDE4E1","171.9","640.6","circle","171,9","640,6","22,03846154","82,12820513","23,03846154","83,12820513","23","83"
"#EDE4E1","171.9","648.4","circle","171,9","648,4","22,03846154","83,12820513","23,03846154","84,12820513","23","84"
"#F1ECE8","171.9","656.2","circle","171,9","656,2","22,03846154","84,12820513","23,03846154","85,12820513","23","85"
"#F4F2F1","171.9","664","circle","171,9","664","22,03846154","85,12820513","23,03846154","86,12820513","23","86"
"#F4F2F1","171.9","671.9","circle","171,9","671,9","22,03846154","86,14102564","23,03846154","87,14102564","23","87"
"#FAF7F6","171.9","679.7","circle","171,9","679,7","22,03846154","87,14102564","23,03846154","88,14102564","23","88"
"#FAF7F6","171.9","687.5","circle","171,9","687,5","22,03846154","88,14102564","23,03846154","89,14102564","23","89"
"#FAF7F6","171.9","695.3","circle","171,9","695,3","22,03846154","89,14102564","23,03846154","90,14102564","23","90"
"#FCFAF9","171.9","703.1","circle","171,9","703,1","22,03846154","90,14102564","23,03846154","91,14102564","23","91"
"#FEFBFC","171.9","710.9","circle","171,9","710,9","22,03846154","91,14102564","23,03846154","92,14102564","23","92"
"#FEFBFC","171.9","718.7","circle","171,9","718,7","22,03846154","92,14102564","23,03846154","93,14102564","23","93"
"#FCFCFC","171.9","726.5","circle","171,9","726,5","22,03846154","93,14102564","23,03846154","94,14102564","23","94"
"#FEFBFC","171.9","734.4","circle","171,9","734,4","22,03846154","94,15384615","23,03846154","95,15384615","23","95"
"#FEFBFC","171.9","742.2","circle","171,9","742,2","22,03846154","95,15384615","23,03846154","96,15384615","23","96"
"#FEFBFC","171.9","750","circle","171,9","750","22,03846154","96,15384615","23,03846154","97,15384615","23","97"
"#FEFBFC","171.9","757.8","circle","171,9","757,8","22,03846154","97,15384615","23,03846154","98,15384615","23","98"
