"fill","cx","cy","type","cxx","cyy","cxxx","cyyy","cxxxx","cyyyy","id_x","id_y"
"#A9ABB2","0","0","circle","0","0","0","0","1","1","1","1"
"#A9ABB2","0","7.8","circle","0","7,8","0","1","1","2","1","2"
"#A8A9B0","0","15.6","circle","0","15,6","0","2","1","3","1","3"
"#A8A9B0","0","23.4","circle","0","23,4","0","3","1","4","1","4"
"#A8A9B0","0","31.3","circle","0","31,3","0","4,012820513","1","5,012820513","1","5"
"#A8A9B0","0","39.1","circle","0","39,1","0","5,012820513","1","6,012820513","1","6"
"#A8A9B0","0","46.9","circle","0","46,9","0","6,012820513","1","7,012820513","1","7"
"#A8A9B0","0","54.7","circle","0","54,7","0","7,012820513","1","8,012820513","1","8"
"#A8A9B0","0","62.5","circle","0","62,5","0","8,012820513","1","9,012820513","1","9"
"#A8A9B0","0","70.3","circle","0","70,3","0","9,012820513","1","10,01282051","1","10"
"#A8A9B0","0","78.1","circle","0","78,1","0","10,01282051","1","11,01282051","1","11"
"#A8A9B0","0","85.9","circle","0","85,9","0","11,01282051","1","12,01282051","1","12"
"#A8A9B0","0","93.8","circle","0","93,8","0","12,02564103","1","13,02564103","1","13"
"#A8A9B0","0","101.6","circle","0","101,6","0","13,02564103","1","14,02564103","1","14"
"#A8A9B0","0","109.4","circle","0","109,4","0","14,02564103","1","15,02564103","1","15"
"#A8A9B0","0","117.2","circle","0","117,2","0","15,02564103","1","16,02564103","1","16"
"#A8A9B0","0","125","circle","0","125","0","16,02564103","1","17,02564103","1","17"
"#A8A9B0","0","132.8","circle","0","132,8","0","17,02564103","1","18,02564103","1","18"
"#A8A9B0","0","140.6","circle","0","140,6","0","18,02564103","1","19,02564103","1","19"
"#A8A9B0","0","148.4","circle","0","148,4","0","19,02564103","1","20,02564103","1","20"
"#A8A9B0","0","156.3","circle","0","156,3","0","20,03846154","1","21,03846154","1","21"
"#A8A9B0","0","164.1","circle","0","164,1","0","21,03846154","1","22,03846154","1","22"
"#A8A9B0","0","171.9","circle","0","171,9","0","22,03846154","1","23,03846154","1","23"
"#A5A6AD","0","179.7","circle","0","179,7","0","23,03846154","1","24,03846154","1","24"
"#A5A6AD","0","187.5","circle","0","187,5","0","24,03846154","1","25,03846154","1","25"
"#A5A6AD","0","195.3","circle","0","195,3","0","25,03846154","1","26,03846154","1","26"
"#A2A1A8","0","203.1","circle","0","203,1","0","26,03846154","1","27,03846154","1","27"
"#A2A1A8","0","210.9","circle","0","210,9","0","27,03846154","1","28,03846154","1","28"
"#A2A1A8","0","218.8","circle","0","218,8","0","28,05128205","1","29,05128205","1","29"
"#A2A1A8","0","226.6","circle","0","226,6","0","29,05128205","1","30,05128205","1","30"
"#A2A1A8","0","234.4","circle","0","234,4","0","30,05128205","1","31,05128205","1","31"
"#A2A1A8","0","242.2","circle","0","242,2","0","31,05128205","1","32,05128205","1","32"
"#A19EA2","0","250","circle","0","250","0","32,05128205","1","33,05128205","1","33"
"#A19EA2","0","257.8","circle","0","257,8","0","33,05128205","1","34,05128205","1","34"
"#A19EA2","0","265.6","circle","0","265,6","0","34,05128205","1","35,05128205","1","35"
"#9C9A9C","0","273.4","circle","0","273,4","0","35,05128205","1","36,05128205","1","36"
"#999699","0","281.2","circle","0","281,2","0","36,05128205","1","37,05128205","1","37"
"#999699","0","289.1","circle","0","289,1","0","37,06410256","1","38,06410256","1","38"
"#999699","0","296.9","circle","0","296,9","0","38,06410256","1","39,06410256","1","39"
"#999699","0","304.7","circle","0","304,7","0","39,06410256","1","40,06410256","1","40"
"#969395","0","312.5","circle","0","312,5","0","40,06410256","1","41,06410256","1","41"
"#969395","0","320.3","circle","0","320,3","0","41,06410256","1","42,06410256","1","42"
"#939193","0","328.1","circle","0","328,1","0","42,06410256","1","43,06410256","1","43"
"#939193","0","335.9","circle","0","335,9","0","43,06410256","1","44,06410256","1","44"
"#939193","0","343.7","circle","0","343,7","0","44,06410256","1","45,06410256","1","45"
"#928E8F","0","351.6","circle","0","351,6","0","45,07692308","1","46,07692308","1","46"
"#939193","0","359.4","circle","0","359,4","0","46,07692308","1","47,07692308","1","47"
"#928E8F","0","367.2","circle","0","367,2","0","47,07692308","1","48,07692308","1","48"
"#928E8F","0","375","circle","0","375","0","48,07692308","1","49,07692308","1","49"
"#8D888A","0","382.8","circle","0","382,8","0","49,07692308","1","50,07692308","1","50"
"#8D888A","0","390.6","circle","0","390,6","0","50,07692308","1","51,07692308","1","51"
"#8D888A","0","398.4","circle","0","398,4","0","51,07692308","1","52,07692308","1","52"
"#8D888A","0","406.2","circle","0","406,2","0","52,07692308","1","53,07692308","1","53"
"#8D888A","0","414.1","circle","0","414,1","0","53,08974359","1","54,08974359","1","54"
"#8D888A","0","421.9","circle","0","421,9","0","54,08974359","1","55,08974359","1","55"
"#8D888A","0","429.7","circle","0","429,7","0","55,08974359","1","56,08974359","1","56"
"#8D888A","0","437.5","circle","0","437,5","0","56,08974359","1","57,08974359","1","57"
"#8D888A","0","445.3","circle","0","445,3","0","57,08974359","1","58,08974359","1","58"
"#8A878B","0","453.1","circle","0","453,1","0","58,08974359","1","59,08974359","1","59"
"#8A878B","0","460.9","circle","0","460,9","0","59,08974359","1","60,08974359","1","60"
"#8A878B","0","468.7","circle","0","468,7","0","60,08974359","1","61,08974359","1","61"
"#8D898D","0","476.6","circle","0","476,6","0","61,1025641","1","62,1025641","1","62"
"#8D898D","0","484.4","circle","0","484,4","0","62,1025641","1","63,1025641","1","63"
"#8D898D","0","492.2","circle","0","492,2","0","63,1025641","1","64,1025641","1","64"
"#8D898D","0","500","circle","0","500","0","64,1025641","1","65,1025641","1","65"
"#BAB4BD","0","507.8","circle","0","507,8","0","65,1025641","1","66,1025641","1","66"
"#C5C0C4","0","515.6","path","0","515,6","0","66,1025641","1","67,1025641","1","67"
"#DFD9E3","0","515.6","path","0","515,6","0","66,1025641","1","67,1025641","1","67"
"#E9E4ED","0","523.4","circle","0","523,4","0","67,1025641","1","68,1025641","1","68"
"#F2EEF8","0","531.2","circle","0","531,2","0","68,1025641","1","69,1025641","1","69"
"#F2EEF8","0","539.1","circle","0","539,1","0","69,11538462","1","70,11538462","1","70"
"#F7F4FD","0","546.9","circle","0","546,9","0","70,11538462","1","71,11538462","1","71"
"#F2EEF8","0","554.7","circle","0","554,7","0","71,11538462","1","72,11538462","1","72"
"#E8E2EB","0","562.5","circle","0","562,5","0","72,11538462","1","73,11538462","1","73"
"#E8E2EB","0","570.3","circle","0","570,3","0","73,11538462","1","74,11538462","1","74"
"#F2EDF6","0","578.1","circle","0","578,1","0","74,11538462","1","75,11538462","1","75"
"#F6F6FE","0","585.9","circle","0","585,9","0","75,11538462","1","76,11538462","1","76"
"#F6F6FE","0","593.7","circle","0","593,7","0","76,11538462","1","77,11538462","1","77"
"#F6F6FE","0","601.6","circle","0","601,6","0","77,12820513","1","78,12820513","1","78"
"#F2EDF6","0","609.4","circle","0","609,4","0","78,12820513","1","79,12820513","1","79"
"#F5EFF9","0","617.2","circle","0","617,2","0","79,12820513","1","80,12820513","1","80"
"#F5EFF9","0","625","circle","0","625","0","80,12820513","1","81,12820513","1","81"
"#E8E2EB","0","632.8","circle","0","632,8","0","81,12820513","1","82,12820513","1","82"
"#CEB4B7","0","640.6","circle","0","640,6","0","82,12820513","1","83,12820513","1","83"
"#BB8982","0","648.4","circle","0","648,4","0","83,12820513","1","84,12820513","1","84"
"#CD9387","0","656.2","circle","0","656,2","0","84,12820513","1","85,12820513","1","85"
"#CD9387","0","664","circle","0","664","0","85,12820513","1","86,12820513","1","86"
"#CD9387","0","671.9","circle","0","671,9","0","86,14102564","1","87,14102564","1","87"
"#C88D7F","0","679.7","circle","0","679,7","0","87,14102564","1","88,14102564","1","88"
"#C88D7F","0","687.5","circle","0","687,5","0","88,14102564","1","89,14102564","1","89"
"#BD8677","0","695.3","circle","0","695,3","0","89,14102564","1","90,14102564","1","90"
"#BD8677","0","703.1","circle","0","703,1","0","90,14102564","1","91,14102564","1","91"
"#A87267","0","710.9","path","0","710,9","0","91,14102564","1","92,14102564","1","92"
"#B17A6C","0","710.9","path","0","710,9","0","91,14102564","1","92,14102564","1","92"
"#9E685F","0","718.7","circle","0","718,7","0","92,14102564","1","93,14102564","1","93"
"#804A40","0","726.5","circle","0","726,5","0","93,14102564","1","94,14102564","1","94"
"#BA8273","0","734.4","circle","0","734,4","0","94,15384615","1","95,15384615","1","95"
"#BA8273","0","742.2","circle","0","742,2","0","95,15384615","1","96,15384615","1","96"
"#BA8273","0","750","circle","0","750","0","96,15384615","1","97,15384615","1","97"
"#BA8273","0","757.8","path","0","757,8","0","97,15384615","1","98,15384615","1","98"
"#BE8A7A","0","757.8","path","0","757,8","0","97,15384615","1","98,15384615","1","98"
"#BE8A7A","0","765.6","circle","0","765,6","0","98,15384615","1","99,15384615","1","99"
"#BE8A7A","0","773.4","circle","0","773,4","0","99,15384615","1","100,1538462","1","100"
"#BE8A7A","0","781.2","circle","0","781,2","0","100,1538462","1","101,1538462","1","101"
"#BE8A7A","0","789","circle","0","789","0","101,1538462","1","102,1538462","1","102"
"#9D6C60","0","796.9","circle","0","796,9","0","102,1666667","1","103,1666667","1","103"
"#885A56","0","804.7","circle","0","804,7","0","103,1666667","1","104,1666667","1","104"
"#906B65","0","812.5","circle","0","812,5","0","104,1666667","1","105,1666667","1","105"
"#805D60","0","820.3","circle","0","820,3","0","105,1666667","1","106,1666667","1","106"
"#BE8C7D","0","835.9","path","0","835,9","0","107,1666667","1","108,1666667","1","108"
"#BE8C7D","0","835.9","poly","0","835,9","0","107,1666667","1","108,1666667","1","108"
"#C59185","0","843.7","circle","0","843,7","0","108,1666667","1","109,1666667","1","109"
"#C08A7D","0","851.5","circle","0","851,5","0","109,1666667","1","110,1666667","1","110"
"#C59185","0","859.4","circle","0","859,4","0","110,1794872","1","111,1794872","1","111"
"#C08A7D","0","867.2","circle","0","867,2","0","111,1794872","1","112,1794872","1","112"
"#C08A7D","0","875","circle","0","875","0","112,1794872","1","113,1794872","1","113"
"#AD7E72","0","882.8","circle","0","882,8","0","113,1794872","1","114,1794872","1","114"
"#AD7E72","0","890.6","circle","0","890,6","0","114,1794872","1","115,1794872","1","115"
"#DAC7CC","0","898.4","circle","0","898,4","0","115,1794872","1","116,1794872","1","116"
"#E3D2E0","0","906.2","circle","0","906,2","0","116,1794872","1","117,1794872","1","117"
"#DFCBD1","0","914","path","0","914","0","117,1794872","1","118,1794872","1","118"
"#E3D1DB","0","914","path","0","914","0","117,1794872","1","118,1794872","1","118"
"#D1C3CF","0","921.9","circle","0","921,9","0","118,1923077","1","119,1923077","1","119"
"#C2ADB7","0","929.7","circle","0","929,7","0","119,1923077","1","120,1923077","1","120"
"#B48587","0","937.5","circle","0","937,5","0","120,1923077","1","121,1923077","1","121"
"#B37F74","0","945.3","circle","0","945,3","0","121,1923077","1","122,1923077","1","122"
"#B37F74","0","953.1","circle","0","953,1","0","122,1923077","1","123,1923077","1","123"
"#C9958B","0","960.9","circle","0","960,9","0","123,1923077","1","124,1923077","1","124"
"#D8A699","0","968.7","circle","0","968,7","0","124,1923077","1","125,1923077","1","125"
"#D8A699","0","976.5","circle","0","976,5","0","125,1923077","1","126,1923077","1","126"
"#D09D92","0","984.4","circle","0","984,4","0","126,2051282","1","127,2051282","1","127"
"#BC8C81","0","992.2","circle","0","992,2","0","127,2051282","1","128,2051282","1","128"
"#A8A9B0","7.8","0","circle","7,8","0","1","0","2","1","2","1"
"#A8A9B0","7.8","7.8","circle","7,8","7,8","1","1","2","2","2","2"
"#A8A9B0","7.8","15.6","circle","7,8","15,6","1","2","2","3","2","3"
"#A9ABB2","7.8","23.4","circle","7,8","23,4","1","3","2","4","2","4"
"#A9ABB2","7.8","31.3","circle","7,8","31,3","1","4,012820513","2","5,012820513","2","5"
"#A9ABB2","7.8","39.1","circle","7,8","39,1","1","5,012820513","2","6,012820513","2","6"
"#A9ABB2","7.8","46.9","circle","7,8","46,9","1","6,012820513","2","7,012820513","2","7"
"#A8A9B0","7.8","54.7","circle","7,8","54,7","1","7,012820513","2","8,012820513","2","8"
"#A9ABB2","7.8","62.5","circle","7,8","62,5","1","8,012820513","2","9,012820513","2","9"
"#A9ABB2","7.8","70.3","circle","7,8","70,3","1","9,012820513","2","10,01282051","2","10"
"#A8A9B0","7.8","78.1","circle","7,8","78,1","1","10,01282051","2","11,01282051","2","11"
"#A8A9B0","7.8","85.9","circle","7,8","85,9","1","11,01282051","2","12,01282051","2","12"
"#A8A9B0","7.8","93.8","circle","7,8","93,8","1","12,02564103","2","13,02564103","2","13"
"#A8A9B0","7.8","101.6","circle","7,8","101,6","1","13,02564103","2","14,02564103","2","14"
"#A8A9B0","7.8","109.4","circle","7,8","109,4","1","14,02564103","2","15,02564103","2","15"
"#A8A9B0","7.8","117.2","circle","7,8","117,2","1","15,02564103","2","16,02564103","2","16"
"#A8A9B0","7.8","125","circle","7,8","125","1","16,02564103","2","17,02564103","2","17"
"#A8A9B0","7.8","132.8","circle","7,8","132,8","1","17,02564103","2","18,02564103","2","18"
"#A8A9B0","7.8","140.6","circle","7,8","140,6","1","18,02564103","2","19,02564103","2","19"
"#ABACB3","7.8","148.4","circle","7,8","148,4","1","19,02564103","2","20,02564103","2","20"
"#A8A9B0","7.8","156.3","circle","7,8","156,3","1","20,03846154","2","21,03846154","2","21"
"#A8A9B0","7.8","164.1","circle","7,8","164,1","1","21,03846154","2","22,03846154","2","22"
"#A8A9B0","7.8","171.9","circle","7,8","171,9","1","22,03846154","2","23,03846154","2","23"
"#A8A9B0","7.8","179.7","circle","7,8","179,7","1","23,03846154","2","24,03846154","2","24"
"#A8A9B0","7.8","187.5","circle","7,8","187,5","1","24,03846154","2","25,03846154","2","25"
"#A5A6AD","7.8","195.3","circle","7,8","195,3","1","25,03846154","2","26,03846154","2","26"
"#A5A6AD","7.8","203.1","circle","7,8","203,1","1","26,03846154","2","27,03846154","2","27"
"#A2A1A8","7.8","210.9","circle","7,8","210,9","1","27,03846154","2","28,03846154","2","28"
"#A2A1A8","7.8","218.8","circle","7,8","218,8","1","28,05128205","2","29,05128205","2","29"
"#A2A1A8","7.8","226.6","circle","7,8","226,6","1","29,05128205","2","30,05128205","2","30"
"#A2A1A8","7.8","234.4","circle","7,8","234,4","1","30,05128205","2","31,05128205","2","31"
"#A2A1A8","7.8","242.2","circle","7,8","242,2","1","31,05128205","2","32,05128205","2","32"
"#A19EA2","7.8","250","circle","7,8","250","1","32,05128205","2","33,05128205","2","33"
"#A19EA2","7.8","257.8","circle","7,8","257,8","1","33,05128205","2","34,05128205","2","34"
"#9C9A9C","7.8","265.6","circle","7,8","265,6","1","34,05128205","2","35,05128205","2","35"
"#9C9A9C","7.8","273.4","circle","7,8","273,4","1","35,05128205","2","36,05128205","2","36"
"#999699","7.8","281.2","circle","7,8","281,2","1","36,05128205","2","37,05128205","2","37"
"#999699","7.8","289.1","circle","7,8","289,1","1","37,06410256","2","38,06410256","2","38"
"#999699","7.8","296.9","circle","7,8","296,9","1","38,06410256","2","39,06410256","2","39"
"#969395","7.8","304.7","circle","7,8","304,7","1","39,06410256","2","40,06410256","2","40"
"#969395","7.8","312.5","circle","7,8","312,5","1","40,06410256","2","41,06410256","2","41"
"#939193","7.8","320.3","circle","7,8","320,3","1","41,06410256","2","42,06410256","2","42"
"#939193","7.8","328.1","circle","7,8","328,1","1","42,06410256","2","43,06410256","2","43"
"#939193","7.8","335.9","circle","7,8","335,9","1","43,06410256","2","44,06410256","2","44"
"#939193","7.8","343.7","circle","7,8","343,7","1","44,06410256","2","45,06410256","2","45"
"#928E8F","7.8","351.6","circle","7,8","351,6","1","45,07692308","2","46,07692308","2","46"
"#928E8F","7.8","359.4","circle","7,8","359,4","1","46,07692308","2","47,07692308","2","47"
"#928E8F","7.8","367.2","circle","7,8","367,2","1","47,07692308","2","48,07692308","2","48"
"#928E8F","7.8","375","circle","7,8","375","1","48,07692308","2","49,07692308","2","49"
"#928E8F","7.8","382.8","circle","7,8","382,8","1","49,07692308","2","50,07692308","2","50"
"#8D888A","7.8","390.6","circle","7,8","390,6","1","50,07692308","2","51,07692308","2","51"
"#8D888A","7.8","398.4","circle","7,8","398,4","1","51,07692308","2","52,07692308","2","52"
"#8D888A","7.8","406.2","circle","7,8","406,2","1","52,07692308","2","53,07692308","2","53"
"#8D888A","7.8","414.1","circle","7,8","414,1","1","53,08974359","2","54,08974359","2","54"
"#8D888A","7.8","421.9","circle","7,8","421,9","1","54,08974359","2","55,08974359","2","55"
"#8D888A","7.8","429.7","circle","7,8","429,7","1","55,08974359","2","56,08974359","2","56"
"#8D888A","7.8","437.5","circle","7,8","437,5","1","56,08974359","2","57,08974359","2","57"
"#8A878B","7.8","445.3","circle","7,8","445,3","1","57,08974359","2","58,08974359","2","58"
"#8D888A","7.8","453.1","circle","7,8","453,1","1","58,08974359","2","59,08974359","2","59"
"#8A878B","7.8","460.9","circle","7,8","460,9","1","59,08974359","2","60,08974359","2","60"
"#8A878B","7.8","468.7","circle","7,8","468,7","1","60,08974359","2","61,08974359","2","61"
"#8D898D","7.8","476.6","circle","7,8","476,6","1","61,1025641","2","62,1025641","2","62"
"#8A878B","7.8","484.4","circle","7,8","484,4","1","62,1025641","2","63,1025641","2","63"
"#8D898D","7.8","492.2","circle","7,8","492,2","1","63,1025641","2","64,1025641","2","64"
"#8D898D","7.8","500","circle","7,8","500","1","64,1025641","2","65,1025641","2","65"
"#8D898D","7.8","507.8","circle","7,8","507,8","1","65,1025641","2","66,1025641","2","66"
"#BAB4BD","7.8","515.6","circle","7,8","515,6","1","66,1025641","2","67,1025641","2","67"
"#DFD9E3","7.8","523.4","circle","7,8","523,4","1","67,1025641","2","68,1025641","2","68"
"#DFD9E3","7.8","531.2","circle","7,8","531,2","1","68,1025641","2","69,1025641","2","69"
"#F2EEF8","7.8","539.1","circle","7,8","539,1","1","69,11538462","2","70,11538462","2","70"
"#F7F4FD","7.8","546.9","circle","7,8","546,9","1","70,11538462","2","71,11538462","2","71"
"#F7F4FD","7.8","554.7","circle","7,8","554,7","1","71,11538462","2","72,11538462","2","72"
"#F7F4FD","7.8","562.5","circle","7,8","562,5","1","72,11538462","2","73,11538462","2","73"
"#E8E2EB","7.8","570.3","circle","7,8","570,3","1","73,11538462","2","74,11538462","2","74"
"#E8E2EB","7.8","578.1","circle","7,8","578,1","1","74,11538462","2","75,11538462","2","75"
"#F6F6FE","7.8","585.9","circle","7,8","585,9","1","75,11538462","2","76,11538462","2","76"
"#F6F6FE","7.8","593.7","circle","7,8","593,7","1","76,11538462","2","77,11538462","2","77"
"#F6F6FE","7.8","601.6","circle","7,8","601,6","1","77,12820513","2","78,12820513","2","78"
"#F2EDF6","7.8","609.4","circle","7,8","609,4","1","78,12820513","2","79,12820513","2","79"
"#F5EFF9","7.8","617.2","circle","7,8","617,2","1","79,12820513","2","80,12820513","2","80"
"#F5EFF9","7.8","625","circle","7,8","625","1","80,12820513","2","81,12820513","2","81"
"#DBD1D9","7.8","632.8","circle","7,8","632,8","1","81,12820513","2","82,12820513","2","82"
"#BB8982","7.8","640.6","circle","7,8","640,6","1","82,12820513","2","83,12820513","2","83"
"#B7877D","7.8","648.4","circle","7,8","648,4","1","83,12820513","2","84,12820513","2","84"
"#D09A8B","7.8","656.2","circle","7,8","656,2","1","84,12820513","2","85,12820513","2","85"
"#D8A393","7.8","664","circle","7,8","664","1","85,12820513","2","86,12820513","2","86"
"#D8A393","7.8","671.9","circle","7,8","671,9","1","86,14102564","2","87,14102564","2","87"
"#D09A8B","7.8","679.7","circle","7,8","679,7","1","87,14102564","2","88,14102564","2","88"
"#C88D7F","7.8","687.5","circle","7,8","687,5","1","88,14102564","2","89,14102564","2","89"
"#BD8677","7.8","695.3","circle","7,8","695,3","1","89,14102564","2","90,14102564","2","90"
"#A87267","7.8","703.1","circle","7,8","703,1","1","90,14102564","2","91,14102564","2","91"
"#A87267","7.8","710.9","circle","7,8","710,9","1","91,14102564","2","92,14102564","2","92"
"#915E57","7.8","718.7","circle","7,8","718,7","1","92,14102564","2","93,14102564","2","93"
"#A87368","7.8","726.5","circle","7,8","726,5","1","93,14102564","2","94,14102564","2","94"
"#B27B6E","7.8","734.4","circle","7,8","734,4","1","94,15384615","2","95,15384615","2","95"
"#BA8273","7.8","742.2","circle","7,8","742,2","1","95,15384615","2","96,15384615","2","96"
"#BA8273","7.8","750","circle","7,8","750","1","96,15384615","2","97,15384615","2","97"
"#BA8273","7.8","757.8","circle","7,8","757,8","1","97,15384615","2","98,15384615","2","98"
"#BE8A7A","7.8","765.6","circle","7,8","765,6","1","98,15384615","2","99,15384615","2","99"
"#BE8A7A","7.8","773.4","circle","7,8","773,4","1","99,15384615","2","100,1538462","2","100"
"#BE8A7A","7.8","781.2","path","7,8","781,2","1","100,1538462","2","101,1538462","2","101"
"#B7857A","7.8","781.2","poly","7,8","781,2","1","100,1538462","2","101,1538462","2","101"
"#BE8A7A","7.8","789","circle","7,8","789","1","101,1538462","2","102,1538462","2","102"
"#885A56","7.8","804.7","circle","7,8","804,7","1","103,1666667","2","104,1666667","2","104"
"#C5B8C6","7.8","812.5","circle","7,8","812,5","1","104,1666667","2","105,1666667","2","105"
"#B1979C","7.8","820.3","circle","7,8","820,3","1","105,1666667","2","106,1666667","2","106"
"#AF7D6A","7.8","828.1","circle","7,8","828,1","1","106,1666667","2","107,1666667","2","107"
"#BE8C7D","7.8","835.9","circle","7,8","835,9","1","107,1666667","2","108,1666667","2","108"
"#CA998C","7.8","843.7","circle","7,8","843,7","1","108,1666667","2","109,1666667","2","109"
"#C59185","7.8","851.5","circle","7,8","851,5","1","109,1666667","2","110,1666667","2","110"
"#C59185","7.8","859.4","circle","7,8","859,4","1","110,1794872","2","111,1794872","2","111"
"#C59185","7.8","867.2","circle","7,8","867,2","1","111,1794872","2","112,1794872","2","112"
"#C59185","7.8","875","circle","7,8","875","1","112,1794872","2","113,1794872","2","113"
"#AF837A","7.8","882.8","circle","7,8","882,8","1","113,1794872","2","114,1794872","2","114"
"#AD7E72","7.8","890.6","circle","7,8","890,6","1","114,1794872","2","115,1794872","2","115"
"#CDB7B6","7.8","898.4","circle","7,8","898,4","1","115,1794872","2","116,1794872","2","116"
"#DFCBD1","7.8","906.2","circle","7,8","906,2","1","116,1794872","2","117,1794872","2","117"
"#E3D1DB","7.8","914","circle","7,8","914","1","117,1794872","2","118,1794872","2","118"
"#E3D1DB","7.8","921.9","circle","7,8","921,9","1","118,1923077","2","119,1923077","2","119"
"#D1C3CF","7.8","929.7","circle","7,8","929,7","1","119,1923077","2","120,1923077","2","120"
"#9A7781","7.8","937.5","circle","7,8","937,5","1","120,1923077","2","121,1923077","2","121"
"#876066","7.8","945.3","circle","7,8","945,3","1","121,1923077","2","122,1923077","2","122"
"#B37F74","7.8","953.1","circle","7,8","953,1","1","122,1923077","2","123,1923077","2","123"
"#C9958B","7.8","960.9","circle","7,8","960,9","1","123,1923077","2","124,1923077","2","124"
"#D8A699","7.8","968.7","circle","7,8","968,7","1","124,1923077","2","125,1923077","2","125"
"#D8A699","7.8","976.5","circle","7,8","976,5","1","125,1923077","2","126,1923077","2","126"
"#D8A699","7.8","984.4","circle","7,8","984,4","1","126,2051282","2","127,2051282","2","127"
"#D09D92","7.8","992.2","circle","7,8","992,2","1","127,2051282","2","128,2051282","2","128"
"#A8A9B0","15.6","0","circle","15,6","0","2","0","3","1","3","1"
"#A9ABB2","15.6","7.8","circle","15,6","7,8","2","1","3","2","3","2"
"#A9ABB2","15.6","15.6","circle","15,6","15,6","2","2","3","3","3","3"
"#A8A9B0","15.6","23.4","circle","15,6","23,4","2","3","3","4","3","4"
"#A8A9B0","15.6","31.3","circle","15,6","31,3","2","4,012820513","3","5,012820513","3","5"
"#A8A9B0","15.6","39.1","circle","15,6","39,1","2","5,012820513","3","6,012820513","3","6"
"#A8A9B0","15.6","46.9","circle","15,6","46,9","2","6,012820513","3","7,012820513","3","7"
"#A9ABB2","15.6","54.7","circle","15,6","54,7","2","7,012820513","3","8,012820513","3","8"
"#A9ABB2","15.6","62.5","circle","15,6","62,5","2","8,012820513","3","9,012820513","3","9"
"#A9ABB2","15.6","70.3","circle","15,6","70,3","2","9,012820513","3","10,01282051","3","10"
"#ABACB3","15.6","78.1","circle","15,6","78,1","2","10,01282051","3","11,01282051","3","11"
"#ABACB3","15.6","85.9","circle","15,6","85,9","2","11,01282051","3","12,01282051","3","12"
"#ABACB3","15.6","93.8","circle","15,6","93,8","2","12,02564103","3","13,02564103","3","13"
"#ABACB3","15.6","101.6","circle","15,6","101,6","2","13,02564103","3","14,02564103","3","14"
"#A8A9B0","15.6","109.4","circle","15,6","109,4","2","14,02564103","3","15,02564103","3","15"
"#ABACB3","15.6","117.2","circle","15,6","117,2","2","15,02564103","3","16,02564103","3","16"
"#ABACB3","15.6","125","circle","15,6","125","2","16,02564103","3","17,02564103","3","17"
"#A8A9B0","15.6","132.8","circle","15,6","132,8","2","17,02564103","3","18,02564103","3","18"
"#A8A9B0","15.6","140.6","circle","15,6","140,6","2","18,02564103","3","19,02564103","3","19"
"#ABACB3","15.6","148.4","circle","15,6","148,4","2","19,02564103","3","20,02564103","3","20"
"#A8A9B0","15.6","156.3","circle","15,6","156,3","2","20,03846154","3","21,03846154","3","21"
"#A8A9B0","15.6","164.1","circle","15,6","164,1","2","21,03846154","3","22,03846154","3","22"
"#A8A9B0","15.6","171.9","circle","15,6","171,9","2","22,03846154","3","23,03846154","3","23"
"#A8A9B0","15.6","179.7","circle","15,6","179,7","2","23,03846154","3","24,03846154","3","24"
"#A8A9B0","15.6","187.5","circle","15,6","187,5","2","24,03846154","3","25,03846154","3","25"
"#A5A6AD","15.6","195.3","circle","15,6","195,3","2","25,03846154","3","26,03846154","3","26"
"#A5A6AD","15.6","203.1","circle","15,6","203,1","2","26,03846154","3","27,03846154","3","27"
"#A2A1A8","15.6","210.9","circle","15,6","210,9","2","27,03846154","3","28,03846154","3","28"
"#A2A1A8","15.6","218.8","circle","15,6","218,8","2","28,05128205","3","29,05128205","3","29"
"#A2A1A8","15.6","226.6","circle","15,6","226,6","2","29,05128205","3","30,05128205","3","30"
"#A2A1A8","15.6","234.4","circle","15,6","234,4","2","30,05128205","3","31,05128205","3","31"
"#A2A1A8","15.6","242.2","circle","15,6","242,2","2","31,05128205","3","32,05128205","3","32"
"#A19EA2","15.6","250","circle","15,6","250","2","32,05128205","3","33,05128205","3","33"
"#A19EA2","15.6","257.8","circle","15,6","257,8","2","33,05128205","3","34,05128205","3","34"
"#9C9A9C","15.6","265.6","circle","15,6","265,6","2","34,05128205","3","35,05128205","3","35"
"#9C9A9C","15.6","273.4","circle","15,6","273,4","2","35,05128205","3","36,05128205","3","36"
"#999699","15.6","281.2","circle","15,6","281,2","2","36,05128205","3","37,05128205","3","37"
"#999699","15.6","289.1","circle","15,6","289,1","2","37,06410256","3","38,06410256","3","38"
"#999699","15.6","296.9","circle","15,6","296,9","2","38,06410256","3","39,06410256","3","39"
"#969395","15.6","304.7","circle","15,6","304,7","2","39,06410256","3","40,06410256","3","40"
"#939193","15.6","312.5","circle","15,6","312,5","2","40,06410256","3","41,06410256","3","41"
"#939193","15.6","320.3","circle","15,6","320,3","2","41,06410256","3","42,06410256","3","42"
"#939193","15.6","328.1","circle","15,6","328,1","2","42,06410256","3","43,06410256","3","43"
"#939193","15.6","335.9","circle","15,6","335,9","2","43,06410256","3","44,06410256","3","44"
"#939193","15.6","343.7","circle","15,6","343,7","2","44,06410256","3","45,06410256","3","45"
"#928E8F","15.6","351.6","circle","15,6","351,6","2","45,07692308","3","46,07692308","3","46"
